trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp_2.started,introduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,letter_grid.started,row_cue.started,letter_grid.stopped,row_cue.stopped,trial.stopped,response_routine.started,response_routine.stopped,response.keys,response.rt,response.duration,Cued Row,Correct Row,Participant Response,Is Correct,participant,session,date,expName,psychopyVersion,frameRate,expStart,
82,0,82,0,548.8417014000006,,,,,,,,,548.8275111999828,548.8417014000006,549.3248098997865,549.3416385999881,550.3265422999393,550.3104380997829,550.3104556999169,555.3145904999692,"['s', 'x']","[0.8512991999741644, 1.3498614998534322]","[0.08283689990639687, 0.09598530014045537]",2,UNHI,"['s', 'x']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
83,0,83,0,555.3350724999327,,,,,,,,,555.3156264999416,555.3350724999327,555.8330988998059,555.8520016998518,556.8325030999258,556.8188484997954,556.8188869999722,561.8211264999118,"['e', 'h']","[0.620122600113973, 0.9857324999757111]","[0.0823287998791784, 0.08619080018252134]",0,YLQN,"['e', 'h']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
84,0,84,0,561.8402700999286,,,,,,,,,561.8221156999934,561.8402700999286,562.3217903999612,562.3566875997931,563.3227491998114,563.3079814999364,563.3080158999655,568.311613699887,None,,,1,WSDR,None,False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
85,0,85,0,568.3296716997866,,,,,,,,,568.3122864998877,568.3296716997866,568.8293839998078,568.8465919999871,569.8312769997865,569.814617499942,569.8146474999376,574.8223359999247,['e'],[1.3975154000800103],[0.12076329998672009],2,DWQF,['e'],False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
86,0,86,0,574.8359188998584,,,,,,,,,574.8234929000027,574.8359188998584,575.3209291999228,575.3397030998021,576.3199953997973,576.3069882998243,576.3070119998883,581.3094164999202,"['e', 'k']","[0.9075050998944789, 1.271075899945572]","[0.14571670000441372, 0.0697866000700742]",1,EYXI,"['e', 'k']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
87,0,87,0,581.3260839998256,,,,,,,,,581.3102592998184,581.3260839998256,581.8288900998887,581.8288900998887,,582.828272299841,582.8283183998428,587.8349708998576,"['m', 'i']","[0.6532836998812854, 0.9082223998848349]","[0.08460840000770986, 0.08845919999293983]",0,MWDB,"['m', 'i']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
88,0,88,0,587.850720499875,,,,,,,,,587.8360891998746,587.850720499875,588.3347015997861,588.3519947999157,589.3366961998399,589.3211929998361,589.3212221998256,594.3241437999532,"['g', 't']","[0.6861078999936581, 0.8582438000012189]","[0.08593720011413097, 0.08098960015922785]",1,SHGI,"['g', 't']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
89,0,89,0,594.3449024998117,,,,,,,,,594.3258324000053,594.3449024998117,594.8279754999094,594.8430399999488,,595.8275841998402,595.8276141998358,600.8303249999881,['y'],[0.8849124999251217],[0.09242479992099106],0,FSJR,['y'],False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
90,0,90,0,600.8518538998906,,,,,,,,,600.831188699929,600.8518538998906,601.331473799888,601.3661814997904,602.3318334999494,602.3178610999603,602.3178953998722,607.3206654000096,"['f', 'm']","[0.6067073999438435, 1.0703139998950064]","[0.09642580011859536, 0.07737620011903346]",0,FMGN,"['f', 'm']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
91,0,91,0,607.3421074999496,,,,,,,,,607.3215867998078,607.3421074999496,607.8229586000089,607.8547359998338,608.8247389998287,608.8100709000137,608.8100929998327,613.812914500013,"['n', 'n']","[0.4274425997864455, 0.6350105998571962]","[0.09170920005999506, 0.0788326000329107]",0,NNMJ,"['n', 'n']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
92,0,92,0,613.8313529000152,,,,,,,,,613.8141782998573,613.8313529000152,614.330744399922,614.330744399922,615.3299579999875,615.31784529984,615.3178696997929,620.3195121998433,"['u', 't']","[1.4566440000198781, 1.7221539998427033]","[0.07515219994820654, 0.07570670009590685]",0,LZYW,"['u', 't']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
93,0,93,0,620.34056029981,,,,,,,,,620.3207659998443,620.34056029981,620.8196984999813,620.8530435999855,621.8203640999272,621.8056336999871,621.8056497999933,626.8108479999937,"['g', 'f']","[1.7578470001462847, 1.9392852999735624]","[0.09882279997691512, 0.08646839996799827]",1,SJUW,"['g', 'f']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
94,0,94,0,626.8260788999032,,,,,,,,,626.812327099964,626.8260788999032,627.3311502998695,627.3311502998695,,628.3297212999314,628.3297446998768,634.807890099939,"['g', 'c']","[0.6419871000107378, 1.0019403998740017]","[0.1107619998510927, 0.13207040005363524]",2,GCTO,"['g', 'c']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
95,0,95,0,634.8982756999321,,,,,,,,,634.84621099988,,,,,634.8905489000026,634.8905688999221,639.825449799886,None,,,2,BUZV,None,False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
96,0,96,0,639.8425635998137,,,,,,,,,639.8272067999933,639.8425635998137,640.3262147998903,640.3451255999971,641.3264998998493,641.3111707000062,641.3111994999927,646.3175466000102,"['n', 'm']","[0.9360491000115871, 1.2094378999900073]","[0.09906259994022548, 0.08538879989646375]",2,FPSW,"['n', 'm']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
97,0,97,0,646.3375102998689,,,,,,,,,646.3200949998572,646.3375102998689,646.8326312999707,646.8507496998645,647.8346545998938,647.8190811998211,647.8191320998594,652.8243518997915,"['l', 'd']","[1.0016133000608534, 2.024249300127849]","[0.08503479999490082, 0.08945929980836809]",1,LDYN,"['l', 'd']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
98,0,98,0,652.8448548999149,,,,,,,,,652.8286396998446,652.8448548999149,653.3245229998138,653.3585878999438,654.3239008998498,654.3119041998871,654.3119486998767,659.3145373999141,"['c', 'c']","[0.4314015000127256, 0.6336721000261605]","[0.07792229996994138, 0.0754275000654161]",1,CCUA,"['c', 'c']",False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
99,0,99,0,659.3351265999954,,,,,,,,,659.3186661999207,659.3351265999954,659.8324968998786,659.8324968998786,660.8351563999895,660.8171852999367,660.8172201998532,665.8209168999456,['a'],[1.105253100162372],[0.14148129988461733],0,AKRP,['a'],False,529125,001,2024-11-17_10h42.38.955,PartialReportMethod,2024.1.5,None,2024-11-17 10h42.50.537718 +0530,
