trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp_2.started,introduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,letter_grid.started,row_cue.started,letter_grid.stopped,row_cue.stopped,trial.stopped,response_routine.started,response_routine.stopped,response.keys,response.rt,response.duration,Cued Row,Correct Row,Participant Response,Is Correct,participant,session,date,expName,psychopyVersion,frameRate,expStart,
63,0,63,0,413.3864568998106,,,,,,,,,413.37044719979167,413.3864568998106,413.87035899981856,413.88706889981404,414.37079920014367,414.35452659986913,414.3545474000275,419.36008889973164,"['d', 'h']","[0.6058082999661565, 1.0597397997044027]","[0.11678399983793497, 0.12235610000789165]",1,DHPV,"['d', 'h']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
64,0,64,0,419.37667670007795,,,,,,,,,419.36147509980947,419.37667670007795,419.87629920011386,419.87629920011386,420.3775315997191,420.3612040998414,420.36122300010175,425.3670020997524,None,,,1,UYBX,None,False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
65,0,65,0,425.3827968998812,,,,,,,,,425.36757190013304,425.3827968998812,425.8668901999481,425.8837443999946,426.3673582999036,426.3515817001462,426.3515975000337,431.35668179998174,None,,,2,WQSY,None,False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
66,0,66,0,431.37322699977085,,,,,,,,,431.35744699975476,431.37322699977085,431.8733481997624,431.8733481997624,432.37415509996936,432.35833499999717,432.3583538001403,437.3634012998082,"['w', 'b']","[0.6149022998288274, 0.994270000141114]","[0.08562370017170906, 0.10196750005707145]",0,VMWY,"['w', 'b']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
67,0,67,0,437.37969159986824,,,,,,,,,437.36422979971394,437.37969159986824,437.8801735001616,437.8801735001616,438.3806777000427,438.36486640013754,438.36488289991394,443.3697342998348,"['i', 'x']","[0.6093745999969542, 0.9356048000045121]","[0.08875910006463528, 0.08630389999598265]",1,IXDQ,"['i', 'x']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
68,0,68,0,443.38623759988695,,,,,,,,,443.3706582998857,443.38623759988695,443.86997819971293,443.88667639996856,444.3708361997269,444.3548655998893,444.35488309990615,449.3606118001044,['x'],[0.9330362998880446],[0.07963240006938577],1,XUXL,['x'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
69,0,69,0,449.3756987997331,,,,,,,,,449.3617150001228,449.3756987997331,449.8766247997992,449.8766247997992,450.37717799982056,450.36133489990607,450.3613530998118,455.3662056000903,"['p', 'b']","[1.0732094999402761, 2.0889162002131343]","[0.08620520029217005, 0.09262839984148741]",2,PUQP,"['p', 'b']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
70,0,70,0,455.3820066000335,,,,,,,,,455.36760979983956,455.3820066000335,455.8667219998315,455.8834970998578,456.3672866001725,456.35144819971174,456.35146529972553,461.3573206998408,"['h', 'n']","[1.1494664000347257, 1.9926527999341488]","[0.08018379984423518, 0.08897029981017113]",1,HNEM,"['h', 'n']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
71,0,71,0,461.3727540001273,,,,,,,,,461.35847450001165,461.3727540001273,461.87332980008796,461.87332980008796,462.37350860005245,462.3580434001051,462.3580581997521,467.3633705000393,"['w', 'v']","[0.775337299797684, 2.196574700064957]","[0.11559149995446205, 0.15692929970100522]",2,WCNP,"['w', 'v']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
72,0,72,0,467.379671999719,,,,,,,,,467.3642179998569,467.379671999719,467.87994149979204,467.87994149979204,468.3804323999211,468.3646264001727,468.36464180005714,473.36908249976113,"['u', 'b']","[1.711952700279653, 2.350882400292903]","[0.1327263996936381, 0.21591820009052753]",0,CJRZ,"['u', 'b']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
73,0,73,0,473.38586620008573,,,,,,,,,473.3701281999238,473.38586620008573,473.8692807001062,473.88589809974656,474.3705653999932,474.3543897997588,474.35440699988976,479.3596850000322,['f'],[0.8321894998662174],[0.09506800025701523],1,FZGF,['f'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
74,0,74,0,479.3757476997562,,,,,,,,,479.3605158999562,479.3757476997562,479.87623779987916,479.87623779987916,480.3772896998562,480.36092500016093,480.3609511000104,485.366704700049,"['u', 'h']","[0.7077108998782933, 0.871108999941498]","[0.07981240004301071, 0.07528259977698326]",0,UHWB,"['u', 'h']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
75,0,75,0,485.3824690999463,,,,,,,,,485.36782489996403,485.3824690999463,485.88308040006086,485.88308040006086,486.3836946999654,486.367303899955,486.3673207000829,491.37232069997117,"['b', 'n']","[0.6049369000829756, 0.7927617002278566]","[0.08684600004926324, 0.0722873997874558]",1,BNKT,"['b', 'n']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
76,0,76,0,491.3889998998493,,,,,,,,,491.3732686997391,491.3889998998493,491.8731383001432,491.8894393001683,492.37375409994274,492.3581761000678,492.3581904997118,497.363320000004,['p'],[0.601982899941504],[0.06938479980453849],0,PJSF,['p'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
77,0,77,0,497.3789034001529,,,,,,,,,497.3641341999173,497.3789034001529,497.8800536999479,497.8800536999479,498.3803953998722,498.3640866000205,498.3641001000069,503.36912890011445,['q'],[0.877723400015384],[0.07476270012557507],0,QNUQ,['q'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
78,0,78,0,503.3856758000329,,,,,,,,,503.3701888998039,503.3856758000329,503.8701790999621,503.88607669994235,504.37012760015205,504.3545927000232,504.3546107998118,509.3596471999772,['h'],[0.7776006003841758],[0.0852479999884963],0,HWZD,['h'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
79,0,79,0,509.3754611997865,,,,,,,,,509.3607594999485,509.3754611997865,509.87637579999864,509.87637579999864,510.3767459001392,510.3607533997856,510.36076910002157,515.3663901998661,['b'],[1.5154586001299322],[0.08960979990661144],2,BZVH,['b'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
80,0,80,0,515.3820854001679,,,,,,,,,515.3675127001479,515.3820854001679,515.8827832001261,515.8827832001261,516.3837943999097,516.367362999823,516.3673797999509,521.3721969998442,"['l', 'r']","[0.5095823998562992, 0.9144632997922599]","[0.08261439995840192, 0.15078260004520416]",2,LRAC,"['l', 'r']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
81,0,81,0,521.3886349997483,,,,,,,,,521.37338239979,521.3886349997483,521.8726965999231,521.8894587000832,522.3737945999019,522.3577938000672,522.3578117997386,527.3629858000204,"['n', 'n']","[1.476482099853456, 1.8853579997085035]","[0.09038620023056865, 0.09971730038523674]",1,NNFZ,"['n', 'n']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
82,0,82,0,527.3787434999831,,,,,,,,,527.3638621000573,527.3787434999831,527.8790925000794,527.8790925000794,528.3799413000233,528.3639147998765,528.3639336000197,533.3689570999704,['t'],[3.6217192001640797],[0.08243439998477697],1,RGEZ,['t'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
83,0,83,0,533.3855996998027,,,,,,,,,533.3698722999543,533.3855996998027,533.8693252000958,533.8862419999205,534.3696133000776,534.3539112000726,534.3539275997318,539.3592289998196,"['c', 'm']","[0.7923310003243387, 0.9955546003766358]","[0.07211689976975322, 0.06468869978561997]",1,BMKZ,"['c', 'm']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
84,0,84,0,539.3751419000328,,,,,,,,,539.3601135001518,539.3751419000328,539.8757935999893,539.8757935999893,540.3762948000804,540.3603248000145,540.3603408001363,545.3657609000802,"['n', 'x']","[1.0290206000208855, 1.2284494997002184]","[0.08833489986136556, 0.06361149996519089]",2,NXTT,"['n', 'x']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
85,0,85,0,545.3819216997363,,,,,,,,,545.3665744001046,545.3819216997363,545.8825916997157,545.8825916997157,546.383142999839,546.3670008997433,546.3670161999762,551.3719818997197,"['o', 'j']","[0.4494618000462651, 0.9275346999056637]","[0.08288039965555072, 0.07551530003547668]",2,OJZV,"['o', 'j']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
86,0,86,0,551.388553599827,,,,,,,,,551.3728669998236,551.388553599827,551.8723299000412,551.889199799858,552.3731427998282,552.3574915998615,552.3575067999773,557.362432199996,"['j', 'h']","[0.799165700096637, 0.9930664002895355]","[0.0875730998814106, 0.07137689972296357]",2,JHOJ,"['j', 'h']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
87,0,87,0,557.378509500064,,,,,,,,,557.3632956999354,557.378509500064,557.8788878000341,557.8788878000341,558.3794510001317,558.3638498000801,558.3638642998412,563.368766900152,"['l', 'z']","[1.0860021002590656, 1.3332285000942647]","[0.08607839979231358, 0.07125050015747547]",1,BZKD,"['l', 'z']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
88,0,88,0,563.385067100171,,,,,,,,,563.3699962999672,563.385067100171,563.8688495000824,563.8856718000025,564.3696113000624,564.3542969999835,564.3543122997507,569.3593771997839,"['j', 'w']","[0.7555408999323845, 1.0563910999335349]","[0.07603180035948753, 0.08629340026527643]",2,JWES,"['j', 'w']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
89,0,89,0,569.3749186997302,,,,,,,,,569.360214299988,569.3749186997302,569.875866800081,569.875866800081,570.3760994998738,570.360250200145,570.3602698999457,575.3654698999599,['q'],[0.7646220000460744],[0.0753490999341011],0,QWJD,['q'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
90,0,90,0,575.3815452000126,,,,,,,,,575.3662851001136,575.3815452000126,575.8822165997699,575.8822165997699,576.3824046999216,576.3669362999499,576.3669509999454,581.3715703999624,"['n', 'd']","[1.0661602998152375, 1.2351146000437438]","[0.07860640017315745, 0.07861230010166764]",1,NDSN,"['n', 'd']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
91,0,91,0,581.3878977997229,,,,,,,,,581.3731185998768,581.3878977997229,581.872550399974,581.8891225997359,582.3727770997211,582.3567532999441,582.3567678998224,587.36229560012,['v'],[0.8858181000687182],[0.09862580010667443],0,VEJK,['v'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
92,0,92,0,587.3783153998666,,,,,,,,,587.3635073001496,587.3783153998666,587.8791066999547,587.8791066999547,588.3795769000426,588.3638454000466,588.3638647999614,593.36810349999,"['e', 'f']","[0.6941515998914838, 1.5880362996831536]","[0.08916419977322221, 0.09867530036717653]",1,EFKP,"['e', 'f']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
93,0,93,0,593.3849443998188,,,,,,,,,593.3691464001313,593.3849443998188,593.8690534001216,593.8853596998379,594.3691186001524,594.3535497998819,594.3535640998743,599.3587623997591,"['z', 'n']","[0.48009669966995716, 0.8945156997069716]","[0.0952194002456963, 0.08246110007166862]",1,ZNPG,"['z', 'n']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
94,0,94,0,599.375006900169,,,,,,,,,599.3595937001519,599.375006900169,599.8752470999025,599.8752470999025,600.3757655997761,600.3601222001016,600.3601385001093,605.3650567000732,"['n', 'o', 'o', 'l']","[0.6795371999032795, 1.4858284001238644, 1.7054173001088202, 2.379646500106901]","[0.07985279988497496, 0.06595469964668155, 0.07951929979026318, 0.07607359997928143]",1,NOOL,"['n', 'o', 'o', 'l']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
95,0,95,0,605.3814385998994,,,,,,,,,605.3658841997385,605.3814385998994,605.8825018000789,605.8825018000789,606.3823301000521,606.3669658997096,606.3669813000597,611.3711099000648,['l'],[0.9423481002449989],[0.0828031999990344],0,JPZT,['l'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
96,0,96,0,611.3880587001331,,,,,,,,,611.3720358000137,611.3880587001331,611.8719243998639,611.88859029999,612.3722354997881,612.3566107000224,612.3566239001229,617.361799299717,['w'],[0.8424642002210021],[0.08516849996522069],0,GFRO,['w'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
97,0,97,0,617.3774792999029,,,,,,,,,617.3628553999588,617.3774792999029,617.8784062997438,617.8784062997438,618.3791283001192,618.3634092998691,618.3634236999787,623.3680519997142,"['e', 'v']","[0.6231472999788821, 1.3218124001286924]","[0.10325910011306405, 0.07421120023354888]",2,EVXY,"['e', 'v']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
98,0,98,0,623.3847436001524,,,,,,,,,623.3692863998003,623.3847436001524,623.8687434000894,623.8852089997381,624.3689768998884,624.3532059998251,624.3532217997126,629.3584704999812,"['g', 'u']","[1.1863672998733819, 1.460150099825114]","[0.12261610012501478, 0.10021100006997585]",0,GUJX,"['g', 'u']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
99,0,99,0,629.3746115998365,,,,,,,,,629.360272299964,629.3746115998365,629.874906399753,629.874906399753,630.3758832998574,630.3598997001536,630.3599155000411,635.3650166997686,"['t', 'b']","[0.5331613998860121, 0.7854944998398423]","[0.08161019999533892, 0.09263860015198588]",1,TBIJ,"['t', 'b']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
