trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp_2.started,introduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,letter_grid.started,row_cue.started,letter_grid.stopped,row_cue.stopped,trial.stopped,response_routine.started,response_routine.stopped,response.keys,response.rt,response.duration,Cued Row,Correct Row,Participant Response,Is Correct,participant,session,date,expName,psychopyVersion,frameRate,expStart,
21,0,21,0,161.37542890012264,,,,,,,,,161.36065129982308,161.37542890012264,161.87563950009644,161.87563950009644,162.37689699977636,162.3599793999456,162.35999599983916,167.36535419989377,"['a', 'b']","[0.7606440000236034, 1.090337600093335]","[0.09896889980882406, 0.08893639966845512]",0,MHFH,"['a', 'b']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
22,0,22,0,167.3817476001568,,,,,,,,,167.3662442001514,167.3817476001568,167.8824216001667,167.8824216001667,168.3830756000243,168.36739260004833,168.36741250008345,173.37261069985107,"['x', 'w']","[1.154698499944061, 1.5034380997531116]","[0.09899859968572855, 0.1045482000336051]",0,XWDU,"['x', 'w']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
23,0,23,0,173.38885649992153,,,,,,,,,173.3740459997207,173.38885649992153,173.87251499993727,173.8892526999116,174.3729669000022,174.35747870011255,174.35749349975958,179.36248240014538,"['m', 'f']","[0.874934499617666, 1.8672076999209821]","[0.08016710029914975, 0.08539449982345104]",2,MFBC,"['m', 'f']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
24,0,24,0,179.37850009975955,,,,,,,,,179.36331020016223,179.37850009975955,179.8791008000262,179.8791008000262,180.3795782001689,180.36385049996898,180.363868100103,185.36897940002382,"['b', 'p']","[0.7572356997989118, 1.2523628999479115]","[0.08929490018635988, 0.0901995999738574]",0,BPBQ,"['b', 'p']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
25,0,25,0,185.38494580006227,,,,,,,,,185.37012830004096,185.38494580006227,185.86928559979424,185.88576880004257,186.3695792001672,186.35357949975878,186.3535939999856,191.35847269976512,"['t', 'b']","[0.5978228002786636, 0.8979915999807417]","[0.09570379974320531, 0.07629540003836155]",1,DLOZ,"['t', 'b']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
26,0,26,0,191.37452209973708,,,,,,,,,191.35933939972892,191.37452209973708,191.87562529975548,191.87562529975548,192.3765287999995,192.36017719982192,192.36019759997725,197.36534389993176,"['u', 'l']","[0.5216041998937726, 0.8962055002339184]","[0.0991177000105381, 0.09268629970028996]",2,ULGQ,"['u', 'l']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
27,0,27,0,197.38163439976051,,,,,,,,,197.36620760010555,197.38163439976051,197.8823655997403,197.8823655997403,198.38283210014924,198.36716869985685,198.3672202997841,203.37202350003645,"['n', 'u']","[1.2989882002584636, 1.6554104001261294]","[0.0928666996769607, 0.10783499991521239]",1,NUPM,"['n', 'u']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
28,0,28,0,203.3882272001356,,,,,,,,,203.37288359971717,203.3882272001356,203.87224519997835,203.88892540009692,204.37281320011243,204.35701549984515,204.3570306999609,209.36244719987735,"['w', 'v']","[0.6964993998408318, 1.4000011999160051]","[0.07881810003891587, 0.10981630021706223]",0,WWQE,"['w', 'v']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
29,0,29,0,209.3785469001159,,,,,,,,,209.36331379972398,209.3785469001159,209.87860679998994,209.87860679998994,210.37937790015712,210.36344600003213,210.3634663000703,215.36830839980394,"['j', 'u']","[1.134419099893421, 1.3032660000026226]","[0.0749782002530992, 0.06612130021676421]",2,JKZY,"['j', 'u']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
30,0,30,0,215.38551189983264,,,,,,,,,215.36948180012405,215.38551189983264,215.8685340997763,215.8854061998427,216.36922169988975,216.3535917000845,216.35360840009525,221.35883039981127,"['o', 'o']","[0.536963100079447, 0.7688786000944674]","[0.07557970006018877, 0.08021000027656555]",0,OOYD,"['o', 'o']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
31,0,31,0,221.37464409973472,,,,,,,,,221.35964239994064,221.37464409973472,221.87553589977324,221.87553589977324,222.3760083001107,222.36010359972715,222.36012049997225,227.36541670002043,"['v', 'z']","[1.1152412998490036, 1.4943272001110017]","[0.07860140036791563, 0.13858629995957017]",2,VZGN,"['v', 'z']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
32,0,32,0,227.3813935997896,,,,,,,,,227.366532899905,227.3813935997896,227.8819058998488,227.8819058998488,228.3826174000278,228.366578000132,228.36659670015797,233.37152170017362,"['m', 'l']","[0.6214341004379094, 0.8286162000149488]","[0.07268879981711507, 0.08187790028750896]",2,MLAP,"['m', 'l']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
33,0,33,0,233.38808229984716,,,,,,,,,233.3727266001515,233.38808229984716,233.87222660006955,233.8887478997931,234.3726147999987,234.35650239977986,234.35651719989255,239.36192880012095,"['n', 'x']","[1.1127960002049804, 1.332440100144595]","[0.09034919971600175, 0.06946619972586632]",2,NXCE,"['n', 'x']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
34,0,34,0,239.37802710011601,,,,,,,,,239.3627528999932,239.37802710011601,239.87913900008425,239.87913900008425,240.37931559979916,240.36352689983323,240.3635419998318,245.3679912998341,"['n', 'z']","[1.7425239998847246, 2.126220100093633]","[0.0745979999192059, 0.09075829992070794]",0,HZCM,"['n', 'z']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
35,0,35,0,245.3844496998936,,,,,,,,,245.36911610001698,245.3844496998936,245.8685924001038,245.88510029995814,246.3690944998525,246.3538425997831,246.35386259993538,251.35903939977288,"['p', 'b']","[0.9477919000200927, 1.7353825001046062]","[0.08397189993411303, 0.08454860001802444]",0,PKBC,"['p', 'b']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
36,0,36,0,251.37457850016654,,,,,,,,,251.36037879996002,251.37457850016654,251.8751587998122,251.8751587998122,252.37560389982536,252.36008709995076,252.3601075001061,257.36504299985245,"['b', 'f']","[1.3289266997016966, 1.8790355999954045]","[0.10172070004045963, 0.0992858000099659]",2,FBVA,"['b', 'f']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
37,0,37,0,257.38101990008727,,,,,,,,,257.36614569975063,257.38101990008727,257.88170729996637,257.88170729996637,258.382146100048,258.3662783000618,258.3662978997454,263.37120119994506,"['i', 'q']","[0.7231852002441883, 1.3935572002083063]","[0.0846548997797072, 0.06725810002535582]",1,IQZO,"['i', 'q']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
38,0,38,0,263.38758759992197,,,,,,,,,263.3721723998897,263.38758759992197,263.8715276001021,263.8882049000822,264.372069099918,264.35673790005967,264.3567548999563,269.3618497001007,['l'],[1.2559085004031658],[0.07122649997472763],2,LPAG,['l'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
39,0,39,0,269.3777501997538,,,,,,,,,269.36266139987856,269.3777501997538,269.8781702001579,269.8781702001579,270.37874029995874,270.36294469982386,270.36296549998224,275.3681847001426,['f'],[0.8706681001931429],[0.0824545999057591],1,MQTY,['f'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
40,0,40,0,275.38403999991715,,,,,,,,,275.3690794999711,275.38403999991715,275.86830950016156,275.8848739997484,276.3690086998977,276.35298490012065,276.35299960011616,281.35800650017336,['l'],[0.9091278999112546],[0.09133710013702512],0,NTAR,['l'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
41,0,41,0,281.3747455999255,,,,,,,,,281.3595114997588,281.3747455999255,281.8749393001199,281.8749393001199,282.37579960003495,282.35990040004253,282.359924599994,287.3648083000444,"['l', 'y']","[0.7144029000774026, 1.3152692997828126]","[0.10458819987252355, 0.10016410006210208]",1,LYUW,"['l', 'y']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
42,0,42,0,287.38098530005664,,,,,,,,,287.3659247001633,287.38098530005664,287.88153300015256,287.88153300015256,288.3819486000575,288.3662109998986,288.3662315001711,293.37113820016384,['r'],[0.7363281003199518],[0.09505969984456897],0,GGBR,['r'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
43,0,43,0,293.38751809997484,,,,,,,,,293.37199140014127,293.38751809997484,293.87171289976686,293.8878179001622,294.37189149996266,294.3559946999885,294.3560095001012,299.36156320013106,"['r', 'm']","[1.3073780997656286, 1.6301895999349654]","[0.0902873002924025, 0.09169699996709824]",2,RMEA,"['r', 'm']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
44,0,44,0,299.37733149994165,,,,,,,,,299.3628263999708,299.37733149994165,299.8778937999159,299.8778937999159,300.3781157997437,300.36288239993155,300.3629026999697,305.36744499998167,['y'],[1.1497058998793364],[0.13393169967457652],0,VJCO,['y'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
45,0,45,0,305.3840974001214,,,,,,,,,305.36866390006617,305.3840974001214,305.8679081001319,305.8846187000163,306.3685666997917,306.3526829001494,306.35269739991054,311.3581419000402,"['h', 'o']","[0.4897219999693334, 0.9399995999410748]","[0.09593810001388192, 0.07598650036379695]",2,HOQL,"['h', 'o']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
46,0,46,0,311.3742549000308,,,,,,,,,311.35910040000454,311.3742549000308,311.8774705999531,311.8774705999531,,312.3751734001562,312.3751992001198,317.38122460013255,"['f', 'l']","[0.5857377001084387, 0.8876009001396596]","[0.12517070025205612, 0.08731420012190938]",2,FILE,"['f', 'l']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
47,0,47,0,317.3970858999528,,,,,,,,,317.3829487999901,317.3970858999528,317.88130499981344,317.89814279973507,318.3818427999504,318.36588679999113,318.3659005998634,323.3707425999455,"['c', 'q']","[0.4148853002116084, 1.0168546000495553]","[0.08313030004501343, 0.08255530009046197]",2,CQIY,"['c', 'q']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
48,0,48,0,323.3872746997513,,,,,,,,,323.37190859997645,323.3872746997513,323.8710985998623,323.887990700081,324.3716337000951,324.35588479973376,324.355902899988,329.3611551998183,['u'],[1.1222093999385834],[0.11205889983102679],0,EHKS,['u'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
49,0,49,0,329.3770049000159,,,,,,,,,329.36233879998326,329.3770049000159,329.877810199745,329.877810199745,330.37846660008654,330.36270960001275,330.3627276998013,335.36731249978766,"['t', 'x']","[0.7830048003233969, 1.143998600076884]","[0.08291619969531894, 0.08862309996038675]",1,TXCD,"['t', 'x']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
50,0,50,0,335.3837513998151,,,,,,,,,335.36821240000427,335.3837513998151,335.86779800010845,335.8836592999287,336.36816149996594,336.352625799831,336.3526411000639,341.3577765999362,"['d', 'o']","[0.7818586998619139, 1.0881628999486566]","[0.07658200012519956, 0.0921608000062406]",0,DOHF,"['d', 'o']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
51,0,51,0,341.37413149978966,,,,,,,,,341.3586047999561,341.37413149978966,341.8741279998794,341.8741279998794,342.374788899906,342.35903650010005,342.3590516997501,347.36463599978015,"['r', 'z']","[1.4319413001649082, 2.5139330001547933]","[0.10560119990259409, 0.1162648000754416]",0,RNKB,"['r', 'z']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
52,0,52,0,347.3803042997606,,,,,,,,,347.3654682999477,347.3803042997606,347.8809952000156,347.8809952000156,348.38162819994614,348.36575029976666,348.36576669989154,353.3705029999837,"['r', 'c']","[1.9564253999851644, 2.327823399566114]","[0.10188029985874891, 0.08835320034995675]",0,FCAJ,"['r', 'c']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
53,0,53,0,353.38717859983444,,,,,,,,,353.3714817999862,353.38717859983444,353.8706835997291,353.8873769999482,354.3714499999769,354.3557592998259,354.3557768999599,359.36130749993026,"['i', 'g']","[0.6390076000243425, 1.0949118002317846]","[0.09814200038090348, 0.077948700170964]",0,IGWJ,"['i', 'g']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
54,0,54,0,359.3769048997201,,,,,,,,,359.3621243000962,359.3769048997201,359.8774719000794,359.8774719000794,360.3780072000809,360.3622419000603,360.3622575998306,365.36743320012465,"['i', 'y']","[0.6598550998605788, 1.006186299957335]","[0.06907889991998672, 0.08223569998517632]",0,YNIM,"['i', 'y']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
55,0,55,0,365.38367309980094,,,,,,,,,365.36825719987974,365.38367309980094,365.86737310001627,365.8842922998592,366.3681165999733,366.3521809000522,366.3521986999549,371.3575605000369,"['l', 'g']","[0.8699099998921156, 1.3993619000539184]","[0.09598529990762472, 0.08588959975168109]",2,LGDM,"['l', 'g']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
56,0,56,0,371.37352050002664,,,,,,,,,371.3587055001408,371.37352050002664,371.8741822997108,371.8741822997108,372.3749139001593,372.3588383998722,372.3588553997688,377.3641268997453,"['l', 'q']","[0.6428123000077903, 1.0620245998725295]","[0.07545229978859425, 0.1029235003516078]",2,LQYZ,"['l', 'q']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
57,0,57,0,377.38010059995577,,,,,,,,,377.3652278999798,377.38010059995577,377.88056869991124,377.88056869991124,378.38113499991596,378.3653672998771,378.36538169998676,383.37007729988545,"['p', 'b']","[0.6352543998509645, 1.6572643998079002]","[0.08705910015851259, 0.08522620005533099]",2,PPHI,"['p', 'b']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
58,0,58,0,383.38663950003684,,,,,,,,,383.3711349000223,383.38663950003684,383.8706450997852,383.88730669999495,384.37124949973077,384.3552741999738,384.355297899805,389.360487899743,['q'],[1.1567681999877095],[0.12584679992869496],0,KVHZ,['q'],False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
59,0,59,0,389.37672659987584,,,,,,,,,389.3613034998998,389.37672659987584,389.8773193997331,389.8773193997331,390.37749829981476,390.36199550004676,390.36201279982924,395.36752829980105,"['m', 'q']","[0.9568236996419728, 1.3384003997780383]","[0.08278460009023547, 0.08611340029165149]",1,MQTG,"['m', 'q']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
60,0,60,0,395.38326720008627,,,,,,,,,395.36837589973584,395.38326720008627,395.86718729976565,395.88396420003846,396.3681401000358,396.3519600001164,396.3519815998152,401.35742849996313,"['q', 'z']","[0.6528064999729395, 1.0407163999043405]","[0.08271760027855635, 0.11207009991630912]",2,QZEC,"['q', 'z']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
61,0,61,0,401.3732619998045,,,,,,,,,401.35831449972466,401.3732619998045,401.8737639999017,401.8737639999017,402.3742860001512,402.3584420001134,402.35845689987764,407.36374339973554,"['a', 'y']","[0.41354440012946725, 0.915434299968183]","[0.11582969967275858, 0.1075444002635777]",1,AYFI,"['a', 'y']",False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
62,0,62,0,407.3795917001553,,,,,,,,,407.36457599978894,407.3795917001553,407.88053660001606,407.88053660001606,408.38139079976827,408.3651136998087,408.3651316999458,413.3693816997111,None,,,1,DJGV,None,False,839174,001,2024-11-20_14h45.27.874,PartialReportMethod,2024.1.5,None,2024-11-20 14h45.33.998174 +0530,
