trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp_2.started,introduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,letter_grid.started,row_cue.started,letter_grid.stopped,row_cue.stopped,trial.stopped,response_routine.started,response_routine.stopped,response.keys,response.rt,response.duration,Cued Row,Correct Row,Participant Response,Is Correct,participant,session,date,expName,psychopyVersion,frameRate,expStart,
16,0,16,0,111.72293209983036,,,,,,,,,111.70830410020426,111.72293209983036,112.20706749986857,112.22417700011283,112.7079139999114,112.69213510025293,112.69215210014954,117.69864360010251,"['a', 'c']","[0.8889903002418578, 1.1223356002010405]","[0.07904209988191724, 0.08173629967495799]",0,ACDQ,"['a', 'c']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
17,0,17,0,117.71300309989601,,,,,,,,,117.69991669990122,117.71300309989601,118.21453250013292,118.21453250013292,118.7138209999539,118.69836700009182,118.69838109984994,123.70392390014604,"['z', 't']","[0.7451293999329209, 1.1105637000873685]","[0.09835190000012517, 0.08228109963238239]",0,ZTFK,"['z', 't']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
18,0,18,0,123.71983759989962,,,,,,,,,123.7068150001578,123.71983759989962,124.20411660009995,124.22092280024663,124.70525539992377,124.68909749994054,124.68916189996526,129.69400409981608,['f'],[1.0016087000258267],[0.0776495998725295],2,FDGZ,['f'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
19,0,19,0,129.71025939984247,,,,,,,,,129.69561380008236,129.71025939984247,130.21025100024417,130.21025100024417,130.71121650002897,130.69622780010104,130.6962733999826,135.7014411999844,['a'],[1.0497832000255585],[0.09337319992482662],0,ABUB,['a'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
20,0,20,0,135.71704260027036,,,,,,,,,135.7030107001774,135.71704260027036,136.2186039001681,136.2186039001681,,136.71804329985753,136.71805879985914,141.70826560026035,"['h', 'a']","[1.4085333999246359, 1.8228207998909056]","[0.08510399982333183, 0.06785039976239204]",2,IMWP,"['h', 'a']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
21,0,21,0,141.72373670013621,,,,,,,,,141.70966409984976,141.72373670013621,142.2074548001401,142.22478980012238,142.7081415001303,142.69189759995788,142.69192830007523,147.69884510012344,"['a', 'c']","[0.8562174998223782, 1.2611968000419438]","[0.06302340002730489, 0.06252659996971488]",0,AGGV,"['a', 'c']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
22,0,22,0,147.71494220010936,,,,,,,,,147.70168920001015,147.71494220010936,148.21590249985456,148.21590249985456,148.714524500072,148.7004581000656,148.70051460014656,153.7031673998572,"['g', 'w']","[1.372878700029105, 1.7681630998849869]","[0.08819499984383583, 0.06830559996888041]",1,GWDK,"['g', 'w']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
23,0,23,0,153.71985420025885,,,,,,,,,153.70418470026925,153.71985420025885,154.20451530022547,154.220705000218,154.70462610013783,154.68905889987946,154.68910840013996,159.69331309990957,"['o', 'q']","[1.104723600205034, 3.4210069002583623]","[0.08609170001000166, 0.10247879987582564]",0,OGRJ,"['o', 'q']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
24,0,24,0,159.70928880013525,,,,,,,,,159.69480240019038,159.70928880013525,160.21076360018924,160.21076360018924,160.71108180005103,160.696275500115,160.69631829997525,165.70064370008186,"['c', 'v']","[1.4118497003801167, 1.644497100263834]","[0.07136789988726377, 0.06980649987235665]",1,CIHR,"['c', 'v']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
25,0,25,0,165.71616950025782,,,,,,,,,165.701552500017,165.71616950025782,166.21688809990883,166.21688809990883,166.71750550018623,166.7024726998061,166.70250059990212,171.7062947000377,"['d', 'r']","[0.9141832999885082, 1.1194369001314044]","[0.08303550025448203, 0.07682849979028106]",1,DRET,"['d', 'r']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
26,0,26,0,171.72272600000724,,,,,,,,,171.7080266000703,171.72272600000724,172.20709299994633,172.2240690002218,172.70884389989078,172.69200089992955,172.6920308000408,177.69646350014955,"['e', 'o']","[1.2070931000635028, 1.88079380011186]","[0.08076230017468333, 0.07680719997733831]",1,EOML,"['e', 'o']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
27,0,27,0,177.7125849002041,,,,,,,,,177.6976272999309,177.7125849002041,178.21301259985194,178.21301259985194,178.71433070022613,178.69877779996023,178.69880509981886,183.70289999991655,['t'],[1.4068729002028704],[0.07963709998875856],2,SLCW,['t'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
28,0,28,0,183.71954660024494,,,,,,,,,183.70445080008358,183.71954660024494,184.20279789995402,184.22060560015962,184.70361009985209,184.6882799998857,184.68829780025408,189.69370190007612,"['p', 'u']","[1.5676558995619416, 1.9651891998946667]","[0.07177380006760359, 0.0720338998362422]",2,PURG,"['p', 'u']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
29,0,29,0,189.70896090008318,,,,,,,,,189.69466989999637,189.70896090008318,190.20965570025146,190.20965570025146,190.71196920005605,190.69548729993403,190.69551300024614,195.7001630999148,"['o', 'n']","[0.8763689999468625, 2.0009864000603557]","[0.07208110019564629, 0.07169390004128218]",2,OTNB,"['o', 'n']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
30,0,30,0,195.71709909988567,,,,,,,,,195.70182739989832,195.71709909988567,196.21622850000858,196.21622850000858,196.71737729990855,196.70111870020628,196.7011498999782,201.7059750999324,"['b', 'd']","[1.9992523998953402, 2.6632938999682665]","[0.053337800316512585, 0.08317960007116199]",2,BDKY,"['b', 'd']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
31,0,31,0,201.72300049988553,,,,,,,,,201.70697400020435,201.72300049988553,202.20636320021003,202.22296759998426,202.70713069988415,202.69072340009734,202.69074939982966,207.6970067000948,['l'],[1.4371870001778007],[0.04974360018968582],0,NHYQ,['l'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
32,0,32,0,207.71280100010335,,,,,,,,,207.7002282999456,207.71280100010335,208.21410280000418,208.21410280000418,208.71351579995826,208.69858109997585,208.6986020002514,213.7032873001881,"['o', 'p']","[1.766153700184077, 2.0332038002088666]","[0.0520711001008749, 0.060428000055253506]",0,OPMW,"['o', 'p']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
33,0,33,0,213.71949120005593,,,,,,,,,213.70426730019972,213.71949120005593,214.20321199996397,214.2200994999148,214.70401349989697,214.68848949996755,214.68850640021265,219.6936961999163,"['l', 'j']","[1.1341125001199543, 1.4504130999557674]","[0.052583999931812286, 0.04183770017698407]",2,LOSC,"['l', 'j']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
34,0,34,0,219.70931850001216,,,,,,,,,219.69480870012194,219.70931850001216,220.2099060001783,220.2099060001783,220.71081760013476,220.69471239997074,220.69472930021584,225.7004750999622,['e'],[1.1756800999864936],[0.11145230010151863],2,MEVT,['e'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
35,0,35,0,225.71603399980813,,,,,,,,,225.7020387002267,225.71603399980813,226.2163996999152,226.2163996999152,226.71697140019387,226.70151269994676,226.70152889983729,231.70651119994,"['n', 'z']","[1.4348459001630545, 1.7964302999898791]","[0.08331279968842864, 0.08159210020676255]",2,AZXG,"['n', 'z']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
36,0,36,0,231.72291349992156,,,,,,,,,231.70843649981543,231.72291349992156,232.20707770017907,232.22299369983375,232.70660110004246,232.6909365998581,232.6909528002143,237.6964393001981,"['t', 'c']","[0.5955651002004743, 0.9155172002501786]","[0.07868950022384524, 0.07598019996657968]",2,TCAB,"['t', 'c']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
37,0,37,0,237.71171559998766,,,,,,,,,237.69733039988205,237.71171559998766,238.21339089982212,238.21339089982212,238.71356600010768,238.69779019989073,238.69780729990453,243.70254680002108,"['e', 's']","[0.6743604000657797, 0.8780441000126302]","[0.10840390017256141, 0.08763290010392666]",2,ESBS,"['e', 's']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
38,0,38,0,243.719241600018,,,,,,,,,243.70346500026062,243.719241600018,244.20312200021,244.22049990016967,244.70364220021293,244.68782609980553,244.68784289993346,249.6933440999128,['b'],[1.0779491998255253],[0.0780450003221631],0,ZRIQ,['b'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
39,0,39,0,249.7089845002629,,,,,,,,,249.69450400024652,249.7089845002629,250.20971579989418,250.20971579989418,250.7104688999243,250.69420000026003,250.69422060018405,255.69951019994915,"['l', 't']","[0.9617004999890924, 1.4191974997520447]","[0.07842009980231524, 0.08409360004588962]",0,LWEM,"['l', 't']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
40,0,40,0,255.71586989983916,,,,,,,,,255.70106980018318,255.71586989983916,256.2164515000768,256.2164515000768,256.7168748001568,256.70154449995607,256.7015641001053,261.70678659994155,['g'],[1.9306697002612054],[0.08428269997239113],0,GGYU,['g'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
41,0,41,0,261.72232760023326,,,,,,,,,261.7084797001444,261.72232760023326,262.2066766000353,262.2233068002388,262.706922700163,262.6907891998999,262.69080490013584,267.69638870004565,"['p', 'n']","[1.309991099871695, 1.7296169996261597]","[0.09136079996824265, 0.08078680001199245]",0,NPWX,"['p', 'n']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
42,0,42,0,267.7122979001142,,,,,,,,,267.6978118000552,267.7122979001142,268.2126191002317,268.2126191002317,268.7136666998267,268.697706699837,268.69772240007296,273.70294740004465,['c'],[1.32606380013749],[0.09489110019057989],1,STID,['c'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
43,0,43,0,273.7190405000001,,,,,,,,,273.70377100026235,273.7190405000001,274.2026133001782,274.2196479002014,274.70357690006495,274.68762640003115,274.687640900258,279.6933263000101,"['h', 'u']","[0.9862472997047007, 1.1572010996751487]","[0.07719750003889203, 0.08219350036233664]",1,HUAN,"['h', 'u']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
44,0,44,0,279.70872840005904,,,,,,,,,279.6941492999904,279.70872840005904,280.20898550003767,280.20898550003767,280.71005780017003,280.6943811001256,280.6944019999355,285.69968280009925,"['j', 'u']","[0.814877700060606, 1.0077180997468531]","[0.09388459986075759, 0.07922179996967316]",1,JUDK,"['j', 'u']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
45,0,45,0,285.71578880026937,,,,,,,,,285.7012832001783,285.71578880026937,286.2158110002056,286.2158110002056,286.7168095000088,286.7003469001502,286.7003808999434,291.70561429997906,['n'],[1.7697703996673226],[0.07913570012897253],2,MMWR,['n'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
46,0,46,0,291.7225199001841,,,,,,,,,291.70666449982673,291.7225199001841,292.20615789992735,292.222509900108,292.70648209983483,292.6904862001538,292.69050160003826,297.69604529999197,"['c', 'g']","[0.6954093999229372, 1.1069589997641742]","[0.08255679998546839, 0.08186080027371645]",2,CGJJ,"['c', 'g']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
47,0,47,0,297.712042900268,,,,,,,,,297.69713070010766,297.712042900268,298.21275720000267,298.21275720000267,298.7127502998337,298.696778499987,298.69679359998554,303.70295279985294,"['r', 'v']","[1.7175285001285374, 2.055415299721062]","[0.08526139985769987, 0.0881935004144907]",0,RVGM,"['r', 'v']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
48,0,48,0,303.7187450998463,,,,,,,,,303.7040515001863,303.7187450998463,304.2024607998319,304.2192684998736,304.7035914999433,304.68765529990196,304.68767450004816,309.69426529994234,"['y', 'd']","[0.8694803002290428, 1.1490023001097143]","[0.0797418998554349, 0.06137220002710819]",0,YDQV,"['y', 'd']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
49,0,49,0,309.7094525001012,,,,,,,,,309.69580890005454,309.7094525001012,310.20875940006226,310.20875940006226,310.708951999899,310.6931683998555,310.6931854998693,315.69928460009396,['g'],[0.9411268001422286],[0.07294509978964925],0,GVOW,['g'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
50,0,50,0,315.71515360008925,,,,,,,,,315.70009890012443,315.71515360008925,316.21573279984295,316.21573279984295,316.71629530005157,316.701001400128,316.70101730013266,321.70527929998934,['g'],[1.4057036000303924],[0.06934829987585545],1,GAXQ,['g'],False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
51,0,51,0,321.72160550020635,,,,,,,,,321.7063954002224,321.72160550020635,322.20571740018204,322.22220080019906,322.706637899857,322.69036380015314,322.69038309995085,327.69619739986956,"['z', 'z']","[0.7511041997931898, 0.9684534999541938]","[0.0893779001198709, 0.0794150996953249]",1,ZZXR,"['z', 'z']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
52,0,52,0,327.71191149996594,,,,,,,,,327.69733030023053,327.71191149996594,328.21228069998324,328.21228069998324,328.7138446001336,328.69696100009605,328.69697940023616,333.7025786000304,"['i', 'g']","[2.024897400289774, 2.7309922999702394]","[0.07503250008448958, 0.0974431000649929]",2,IGVC,"['i', 'g']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
53,0,53,0,333.71832840004936,,,,,,,,,333.7034088000655,333.71832840004936,334.2020930000581,334.21906779985875,334.70300889993086,334.6868762001395,334.68689170014113,339.6931778001599,"['l', 'g']","[1.8654550001956522, 2.1090687001124024]","[0.06618479965254664, 0.07538469973951578]",1,JFVA,"['l', 'g']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
54,0,54,0,339.70834589982405,,,,,,,,,339.6945909000933,339.70834589982405,340.20937559986487,340.20937559986487,340.70944230025634,340.6928999000229,340.69291510013863,345.6993029001169,"['i', 'k']","[0.7777800997719169, 0.9706572997383773]","[0.08005629992112517, 0.09021300030872226]",1,IKLN,"['i', 'k']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
55,0,55,0,345.7143534999341,,,,,,,,,345.70084029994905,345.7143534999341,346.21537890005857,346.21537890005857,346.7159044998698,346.6998457000591,346.69986229995266,351.7043809001334,"['e', 'f']","[1.2014621999114752, 1.5533007001504302]","[0.07824059994891286, 0.09594489959999919]",0,JQEO,"['e', 'f']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
56,0,56,0,351.7217157999985,,,,,,,,,351.7059055999853,351.7217157999985,352.2050765999593,352.22176280012354,352.70587459998205,352.689754600171,352.68977069994435,357.69533570017666,"['w', 'p']","[0.6753789000213146, 1.3035041000694036]","[0.053676600102335215, 0.060464299749583006]",2,WPFZ,"['w', 'p']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
57,0,57,0,357.71181729994714,,,,,,,,,357.69619309995323,357.71181729994714,358.2121342001483,358.2121342001483,358.7127808998339,358.69695060001686,358.6969659999013,363.7027401998639,"['q', 'l']","[1.2649062001146376, 1.6696672001853585]","[0.1010894002392888, 0.0627429997548461]",2,QLBW,"['q', 'l']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
58,0,58,0,363.71786420000717,,,,,,,,,363.7035957998596,363.71786420000717,364.2018868001178,364.2192541998811,364.7025252999738,364.68674769997597,364.6867630002089,369.6920670000836,"['d', 'u']","[0.8254081001505256, 1.3660272001288831]","[0.09011710016056895, 0.06831480003893375]",1,IGNJ,"['d', 'u']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
59,0,59,0,369.7081260001287,,,,,,,,,369.69314920017496,369.7081260001287,370.20855259988457,370.20855259988457,370.7089213998988,370.69318509986624,370.6932013002224,375.6986409998499,"['s', 'j']","[1.0193786001764238, 2.109829000197351]","[0.08574619982391596, 0.06161820003762841]",1,SSZW,"['s', 'j']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
60,0,60,0,375.71443880023435,,,,,,,,,375.69973189989105,375.71443880023435,376.2153802001849,376.2153802001849,376.7156648002565,376.6997618000023,376.6997810001485,381.70468469988555,"['p', 'k']","[0.9501375998370349, 1.5330223999917507]","[0.08848620019853115, 0.06746779987588525]",0,PNLD,"['p', 'k']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
61,0,61,0,381.721048399806,,,,,,,,,381.7058053002693,381.721048399806,382.20513979997486,382.2218341999687,382.70584880001843,382.6895679999143,382.68962919991463,387.69573849998415,"['f', 'r']","[0.8886267999187112, 1.0534318001009524]","[0.08515190007165074, 0.086606299970299]",2,FRYZ,"['f', 'r']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
62,0,62,0,387.7111271000467,,,,,,,,,387.6965671000071,387.7111271000467,388.21159479999915,388.21159479999915,388.71294709993526,388.6970139001496,388.69702830025926,393.7018261998892,"['r', 'k']","[1.002013299614191, 1.5692901997826993]","[0.07607319997623563, 0.06600960018113256]",1,SYBG,"['r', 'k']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
63,0,63,0,393.71777749992907,,,,,,,,,393.7027096999809,393.71777749992907,394.2015873999335,394.2185786999762,394.70249149994925,394.68647770024836,394.6864924002439,399.69180150004104,"['k', 'c']","[1.1037266999483109, 1.8519346001558006]","[0.07922259997576475, 0.08058580011129379]",2,QATV,"['k', 'c']",False,063361,001,2024-11-20_13h51.02.591,PartialReportMethod,2024.1.5,None,2024-11-20 13h51.09.480090 +0530,
