trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp_2.started,introduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,letter_grid.started,row_cue.started,letter_grid.stopped,row_cue.stopped,trial.stopped,response_routine.started,response_routine.stopped,response.keys,Cued Row,Correct Row,Participant Response,Is Correct,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
65,0,65,0,413.29596149991266,,,,,,,,,413.27999219996855,413.29596149991266,413.7771808998659,413.8114344999194,414.2780623999424,414.2631037000101,414.2631473999936,419.26801600004546,None,2,HAST,None,False,,,639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
66,0,66,0,419.2849369000178,,,,,,,,,419.26991069992073,419.2849369000178,419.7844004998915,419.80100669991225,420.28462209994905,420.2696976000443,420.2697407999076,425.2749939998612,None,1,JPNU,None,False,,,639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
67,0,67,0,425.2929765000008,,,,,,,,,425.27726470003836,425.2929765000008,425.79113889997825,425.80749169993214,426.29136739997193,426.2771154998336,426.2771498998627,431.2797220000066,None,2,NBBL,None,False,,,639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
68,0,68,0,431.29674939997494,,,,,,,,,431.2807058999315,431.29674939997494,431.781255699927,431.79797700000927,432.28129129996523,432.2660010999534,432.26627089991234,437.2713668998331,"['a', 'n', 's', 'i']",2,ANSI,"['a', 'n', 's', 'i']",False,"[0.5202638001646847, 0.8831495000049472, 1.232455400051549, 1.5465088000055403]","[0.263204799965024, 0.2014211001805961, 0.25000849994830787, 0.281934899976477]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
69,0,69,0,437.28981369989924,,,,,,,,,437.2747212999966,437.28981369989924,437.78751099994406,437.804419899825,438.2883138000034,438.2725037999917,438.27253649989143,443.277562599862,None,0,EJGB,None,False,,,639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
70,0,70,0,443.2956278999336,,,,,,,,,443.28005459997803,443.2956278999336,443.77749549993314,443.80991229997016,444.2775291998405,444.2631206999067,444.26316539989784,449.267546299845,"['m', 'n', 'o', 'i']",1,MNOI,"['m', 'n', 'o', 'i']",False,"[1.2355275999289006, 1.5448370000813156, 1.9019766000565141, 2.6336540000047535]","[0.19142960011959076, 0.18794819992035627, 0.29258379992097616, 0.2332079999614507]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
71,0,71,0,449.2873855000362,,,,,,,,,449.27138299983926,449.2873855000362,449.7836217000149,449.8007286998909,450.28475690004416,450.26914449990727,450.26917789992876,455.27449289988726,None,2,WWIM,None,False,,,639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
72,0,72,0,455.29202419985086,,,,,,,,,455.2766163998749,455.29202419985086,455.79017489985563,455.80768970004283,456.2911910000257,456.27570219989866,456.27573490003124,461.28025950002484,None,1,WNNK,None,False,,,639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
73,0,73,0,461.29757029982284,,,,,,,,,461.28271639999,461.29757029982284,461.78002579999156,461.79696589987725,462.2814938998781,462.2654368998483,462.26547809992917,467.27062599989586,"['r', 'p']",0,PPJW,"['r', 'p']",False,"[1.5960272999946028, 1.9974871999584138]","[0.2512216998729855, 0.27985720010474324]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
74,0,74,0,467.2887335999403,,,,,,,,,467.2732330998406,467.2887335999403,467.7870000000112,467.8037731000222,468.2879436998628,468.2731949998997,468.2732243000064,473.2770763998851,"['b', 'g', 'l', 'o']",0,BGLQ,"['b', 'g', 'l', 'o']",False,"[0.8696789999958128, 1.3167280000634491, 1.538656699936837, 1.8264661999419332]","[0.19477150007151067, 0.22119720000773668, 0.1836546000558883, 0.2705904000904411]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
75,0,75,0,473.29749300004914,,,,,,,,,473.27985999989323,473.29749300004914,473.777305399999,473.8104042999912,474.27759509999305,474.26289430004545,474.2629287999589,479.26707679987885,"['u', 'd', 'c', 'g']",2,GDCC,"['u', 'd', 'c', 'g']",False,"[0.8312617000192404, 1.2445882998872548, 1.7082231000531465, 2.071985899936408]","[0.16735769994556904, 0.2570327001158148, 0.24038759991526604, 0.25314319995231926]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
76,0,76,0,479.2839313999284,,,,,,,,,479.27001439989544,479.2839313999284,479.78334610001184,479.78334610001184,480.283888499951,480.26896789995953,480.2690002999734,485.27403239998966,None,2,MBRK,None,False,,,639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
77,0,77,0,485.2921034998726,,,,,,,,,485.27566549996845,485.2921034998726,485.79114149999805,485.8067292999476,486.29089099983685,486.27523140003905,486.2752616999205,491.2797248000279,"['i', 'l']",2,ILZT,"['i', 'l']",False,"[0.6255805999971926, 1.2365578999742866]","[0.24377420009113848, 0.18752770009450614]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
78,0,78,0,491.2978963998612,,,,,,,,,491.28290500002913,491.2978963998612,491.779404199915,491.81290369993076,492.2803599999752,492.26593169989064,492.2659662000369,497.27070879982784,"['h', 'a']",0,HCOQ,"['h', 'a']",False,"[0.54572349996306, 0.7589928999077529]","[0.2004758999682963, 0.2749588000588119]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
79,0,79,0,497.2887724000029,,,,,,,,,497.2732795998454,497.2887724000029,497.78751539997756,497.8033555999864,498.2875063000247,498.2717150999233,498.2717487998307,503.27739719999954,None,2,VKXD,None,False,,,639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
80,0,80,0,503.295676499838,,,,,,,,,503.27947989990935,503.295676499838,503.7761245998554,503.8099248998333,504.27700129989535,504.2620387999341,504.2620718998369,509.2665710998699,"['i', 'j']",0,YJIJ,"['i', 'j']",False,"[1.1010141000151634, 1.6331003000959754]","[0.2053994000889361, 0.23537770006805658]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
81,0,81,0,509.28516700002365,,,,,,,,,509.2699386999011,509.28516700002365,509.7831748998724,509.8000437999144,510.2849858000409,510.26840539998375,510.2684602998197,515.2741949998308,"['y', 'k']",2,XYKF,"['y', 'k']",False,"[2.2775051000062376, 2.876856000162661]","[0.20080710016191006, 0.24410859984345734]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
82,0,82,0,515.294089899864,,,,,,,,,515.2783704998437,515.294089899864,515.7901779999956,515.8065416000318,516.2910823998973,516.275642399909,516.2756729000248,521.2792697998229,"['d', 'm']",0,DMZR,"['d', 'm']",False,"[1.5699483000207692, 1.8632211000658572]","[0.26975400000810623, 0.25568309985101223]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
83,0,83,0,521.2991786999628,,,,,,,,,521.2827780998778,521.2991786999628,521.7798454000149,521.8130955998786,522.2806714999024,522.2658130000345,522.2658543998841,527.2705005998723,"['w', 'm', 'n']",1,WNYK,"['w', 'm', 'n']",False,"[1.0783858001232147, 1.544796000001952, 2.5626602999400347]","[0.24061099998652935, 0.29220489994622767, 0.31493170000612736]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
84,0,84,0,527.2905555998441,,,,,,,,,527.2742296999786,527.2905555998441,527.7863723000046,527.8034146998543,528.2874955998268,528.2721386998892,528.2721710000187,533.2776222999673,"['z', 'q']",2,QDZE,"['z', 'q']",False,"[1.2267967998050153, 1.994953399989754]","[0.29581390018574893, 0.31947079999372363]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
85,0,85,0,533.2978846000042,,,,,,,,,533.2806379999965,533.2978846000042,533.776794299949,533.8102177998517,534.2769863998983,534.2614370000083,534.2614700999111,539.2662984000053,"['l', 'm', 'l']",2,NLHN,"['l', 'm', 'l']",False,"[0.42084269993938506, 0.9915402000769973, 1.3003583999816328]","[0.22186480020172894, 0.2530070999637246, 0.24814380006864667]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
86,0,86,0,539.2882160998415,,,,,,,,,539.269742500037,539.2882160998415,539.7827844000421,539.7996530998498,540.2840738999657,540.268577599898,540.2686105000321,545.2735979999416,"['w', 'z']",1,GZKO,"['w', 'z']",False,"[1.8170447999145836, 2.395663500064984]","[0.17708760011009872, 0.31661689979955554]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
87,0,87,0,545.2917160999496,,,,,,,,,545.2762184999883,545.2917160999496,545.7897779999766,545.806803500047,546.2901886999607,546.2744642999023,546.2744990000501,551.2792741998564,"['y', 'j']",0,FKOQ,"['y', 'j']",False,"[2.1889299999456853, 2.5192587000783533]","[0.18072770000435412, 0.21236440003849566]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
88,0,88,0,551.2968444998842,,,,,,,,,551.2821909999475,551.2968444998842,551.7791848999914,551.7963562998921,552.2800387998577,552.2642642999999,552.2642973000184,557.2702365999576,"['i', 'j']",1,ILEQ,"['i', 'j']",False,"[0.6312293999362737, 1.0399327999912202]","[0.23617350007407367, 0.2375800998415798]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
89,0,89,0,557.28602699982,,,,,,,,,557.2727204000112,557.28602699982,557.786312900018,557.786312900018,558.2866303999908,558.2718032000121,558.2718376999255,563.2763131998945,"['p', 'j']",2,YTCX,"['p', 'j']",False,"[1.0838211998343468, 1.475263699889183]","[0.2925277000758797, 0.21426120004616678]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
90,0,90,0,563.2949699000455,,,,,,,,,563.2789783999324,563.2949699000455,563.7762768999673,563.8093286999501,564.2769837998785,564.2614313999657,564.2614674998913,569.266372299986,"['k', 'y']",2,KYMQ,"['k', 'y']",False,"[0.9449814001563936, 1.3392231999896467]","[0.20094789983704686, 0.18992950022220612]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
91,0,91,0,569.282861799933,,,,,,,,,569.2690560999326,569.282861799933,569.7824792000465,569.7824792000465,570.2833354000468,570.2681926998775,570.268228400033,575.2733173999004,"['r', 'm']",1,RMIB,"['r', 'm']",False,"[1.3509053001180291, 1.5843585999682546]","[0.269229699857533, 0.22375330002978444]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
92,0,92,0,575.2941079000011,,,,,,,,,575.2767439999152,575.2941079000011,575.7893162998371,575.8061311999336,576.2902051999699,576.2752290000208,576.275261899922,581.2784908998292,"['j', 'r']",1,YEAA,"['j', 'r']",False,"[1.4689865000545979, 1.8490321000572294]","[0.24027969990856946, 0.238861900055781]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
93,0,93,0,581.2945163999684,,,,,,,,,581.2807681998238,581.2945163999684,581.7799115998205,581.7951431998517,582.2799315999728,582.264607799938,582.2646392998286,587.2701192998793,"['v', 'a']",1,VANV,"['v', 'a']",False,"[0.7660191999748349, 1.052014400018379]","[0.27971909986808896, 0.2993189999833703]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
94,0,94,0,587.2888551000506,,,,,,,,,587.2734770998359,587.2888551000506,587.7860649998765,587.8022036999464,588.2868453999981,588.2715968999546,588.2716306999791,593.2763000000268,"['a', 'e']",0,AXEO,"['a', 'e']",False,"[0.9094039001502097, 1.2837877001147717]","[0.220792300067842, 0.23067549988627434]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
95,0,95,0,593.2964387999382,,,,,,,,,593.2802691999823,593.2964387999382,593.7919284999371,593.8083951999433,594.2933717998676,594.2775450998452,594.2775782998651,599.2821297999471,"['e', 'g']",1,EGDD,"['e', 'g']",False,"[0.8801408000290394, 1.278441899921745]","[0.24444920010864735, 0.23433850007131696]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
96,0,96,0,599.3001031999011,,,,,,,,,599.2851267999504,599.3001031999011,599.7827683999203,599.7990406998433,600.2831592999864,600.2675524000078,600.2675874999259,605.272631400032,"['m', 'j']",2,WEIV,"['m', 'j']",False,"[0.9649485999252647, 1.322490399936214]","[0.22950059990398586, 0.17881369986571372]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
97,0,97,0,605.2912559998222,,,,,,,,,605.2765416998882,605.2912559998222,605.7912202998996,605.80573059991,,606.2900739000179,606.2901133999694,611.2786646999884,"['u', 'e']",2,UERJ,"['u', 'e']",False,"[0.4639803001191467, 1.1366954001132399]","[0.2200690999161452, 0.2576244999654591]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
98,0,98,0,611.2967089999001,,,,,,,,,611.2818080999423,611.2967089999001,611.7792542998213,611.7953943999019,612.2801856000442,612.2640414000489,612.2640748999547,617.2698295998853,"['r', 'w']",2,RWPM,"['r', 'w']",False,"[1.0142543001566082, 1.4035294000059366]","[0.3634273000061512, 0.2859395002014935]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
99,0,99,0,617.2881122999825,,,,,,,,,617.2728317000438,617.2881122999825,617.7865285000298,617.8026441000402,618.2862342998851,618.2710765998345,618.2711095998529,623.2764399999287,"['l', 'g']",1,LGAE,"['l', 'g']",False,"[0.2231387000065297, 0.948272000066936]","[0.25558400014415383, 0.23117880010977387]",639051,001,2024-11-17_15h10.11.700,PartialReportMethod,2024.1.5,None,2024-11-17 15h10.19.181379 +0530,
