trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp.started,introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,letter_grid.started,letter_grid.stopped,row_cue.started,row_cue.stopped,trial.stopped,response_routine.started,response.started,response_routine.stopped,response.keys,Cued Row,Correct Row,Participant Response,Is Correct,response.stopped,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
79,0,79,0,575.2841386001091,,,,,,,,,575.2689281001221,575.2841386001091,575.7845764001831,576.268651700113,577.2696324000135,577.253524400061,577.2535455001052,577.2696324000135,582.2596210001502,"['i', 'r']",1,YLDA,"['i', 'r']",False,582.2747542001307,"[0.8192694000899792, 1.0692815000656992]","[0.23416639980860054, 0.2282968999352306]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
80,0,80,0,582.2747542001307,,,,,,,,,582.2604833000805,582.2747542001307,582.775558500085,583.2761854999699,584.2773869000375,584.2612521001138,584.2612709000241,584.2773869000375,589.2664844000246,"['x', 'q']",1,XQBC,"['x', 'q']",False,,"[2.3126394997816533, 3.0252938999328762]","[0.23741000005975366, 0.26603799988515675]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
81,0,81,0,589.2828661999665,,,,,,,,,589.2673808999825,589.2828661999665,589.7833863999695,590.2671610000543,591.2680808000732,591.2524723000824,591.2524884000886,591.2680808000732,596.2577329000924,"['v', 'f']",1,RBTX,"['v', 'f']",False,596.2744035001379,"[1.4778885000851005, 1.8579534001182765]","[0.24763350002467632, 0.2504052999429405]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
82,0,82,0,596.2744035001379,,,,,,,,,596.2585861999542,596.2744035001379,596.774168800097,597.2750583000015,598.2759428999852,598.2601749000605,598.2602027000394,598.2759428999852,603.2650033000391,"['i', 'e']",2,IEKC,"['i', 'e']",False,,"[0.5731703999917954, 1.2004615000914782]","[0.24050360010005534, 0.23661680007353425]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
83,0,83,0,603.2814257000573,,,,,,,,,603.2661095000803,603.2814257000573,603.7819607001729,604.266134200152,605.2669419001322,605.2519119000062,605.2519269001205,605.2669419001322,610.2567930000369,"['i', 'l']",0,ILYD,"['i', 'l']",False,610.2725323999766,"[0.21044589998200536, 0.7552819999400526]","[0.1838349001482129, 0.20839260006323457]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
84,0,84,0,610.2725323999766,,,,,,,,,610.2576707999688,610.2725323999766,610.7731096001808,611.2735892001074,612.2748100000899,612.2587769001257,612.258795700036,612.2748100000899,617.2633542001713,"['r', 'n']",0,RNZF,"['r', 'n']",False,,"[0.6302193000447005, 0.8910755000542849]","[0.25604290002956986, 0.18254909990355372]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
85,0,85,0,617.2806043000892,,,,,,,,,617.2643347000703,617.2806043000892,617.7809833001811,618.2649324000813,619.2664763999637,619.2500577000901,619.2500744001009,619.2664763999637,624.2554044001736,"['m', 'f', 'g']",1,MGSU,"['m', 'f', 'g']",False,624.2719225999899,"[0.4393537000287324, 0.8392000000458211, 1.167775000212714]","[0.20376259996555746, 0.08825140004046261, 0.22917529987171292]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
86,0,86,0,624.2719225999899,,,,,,,,,624.2566232001409,624.2719225999899,624.7719004000537,625.2726559001021,626.2736176999751,626.2574689001776,626.2574875999708,626.2736176999751,631.2634322000667,"['r', 'y']",1,RYBY,"['r', 'y']",False,631.279266100144,"[None, 0.31826009997166693]","[None, 0.15377139998599887]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
87,0,87,0,631.279266100144,,,,,,,,,631.2642521001399,631.279266100144,631.7797332999762,632.2634730001446,633.265055200085,633.2493666000664,633.2493847000878,633.265055200085,638.2545233999845,"['e', 'q']",2,EVCH,"['e', 'q']",False,638.2700293001253,"[0.7346324000973254, 1.437126399949193]","[0.2930733999237418, 0.26011959998868406]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
88,0,88,0,638.2700293001253,,,,,,,,,638.255704900017,638.2700293001253,638.7705751000904,639.2711522001773,640.2724489001557,640.2563659001607,640.2563818001654,640.2724489001557,645.2620100001805,"['h', 'z', 'd']",0,HZGQ,"['h', 'z', 'd']",False,645.2779503001366,"[0.43082170002162457, 0.9575263999868184, 3.054853599984199]","[0.21523029985837638, 0.34032019996084273, 0.20071569993160665]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
89,0,89,0,645.2779503001366,,,,,,,,,645.2630080000963,645.2779503001366,645.7786499999929,646.2623418001458,647.2634690999985,647.2474430999719,647.2474579999689,647.2634690999985,652.2528216000646,"['v', 'j']",1,VJCO,"['v', 'j']",False,652.2689769000281,"[0.7128926999866962, 0.909318899968639]","[0.22500890004448593, 0.17686649993993342]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
90,0,90,0,652.2689769000281,,,,,,,,,652.2536429001484,652.2689769000281,652.769766200101,653.2701310999691,654.2716263001785,654.2554043000564,654.2554228000809,654.2716263001785,659.2609026001301,"['m', 'm']",2,MMCP,"['m', 'm']",False,659.2766351001337,"[0.18835249985568225, 0.4258144998457283]","[0.164670699974522, 0.1874339000787586]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
91,0,91,0,659.2766351001337,,,,,,,,,659.2617065000813,659.2766351001337,659.7772723000962,660.2778205000795,661.2789869001135,661.263155200053,661.2631706001703,661.2789869001135,666.2681897999719,"['g', 'm']",0,GMEL,"['g', 'm']",False,,"[0.16912720003165305, 0.5095824999734759]","[0.2727473999839276, 0.21653320011682808]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
92,0,92,0,666.2845598000567,,,,,,,,,666.2691222999711,666.2845598000567,666.7852871001232,667.2687443001196,668.2701195001137,668.2543029000517,668.2543174000457,668.2701195001137,673.2598378001712,"['z', 'z']",0,ZZPI,"['z', 'z']",False,673.2755893999711,"[1.043784199981019, 1.3668512001167983]","[0.20908330008387566, 0.2121268999762833]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
93,0,93,0,673.2755893999711,,,,,,,,,673.260691100033,673.2755893999711,673.7760308999568,674.2768039000221,675.2776353000663,675.2616585001815,675.2616818000097,675.2776353000663,680.2668739999644,"['i', 'j']",1,IJCA,"['i', 'j']",False,,"[None, 0.35991139989346266]","[None, 0.1491274000145495]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
94,0,94,0,680.2830009001773,,,,,,,,,680.2678042000625,680.2830009001773,680.7837404001039,681.2676614001393,682.2685012000147,682.2529637999833,682.2529788000975,682.2685012000147,687.2583848000504,"['x', 'i']",2,XIZR,"['x', 'i']",False,687.2742374001537,"[0.3931315999943763, 0.8510939998086542]","[0.25360779999755323, 0.17546860012225807]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
95,0,95,0,687.2742374001537,,,,,,,,,687.2592430000659,687.2742374001537,687.7747141001746,688.275293200044,689.276566100074,689.2604384999722,689.2604576000012,689.276566100074,694.2653149999678,"['u', 'l']",1,UZDY,"['u', 'l']",False,,"[1.3783308998681605, 1.6584804998710752]","[0.2020197999663651, 0.2580653000622988]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
96,0,96,0,694.2819207999855,,,,,,,,,694.2663641001564,694.2819207999855,694.7823848000262,695.2661737001035,696.26796810003,696.2512900000438,696.25130610005,696.26796810003,701.2575225001201,"['x', 'r']",0,URBT,"['x', 'r']",False,701.2729289999697,"[0.6916163999121636, 1.236417599953711]","[0.2538986001163721, 0.2268578999210149]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
97,0,97,0,701.2729289999697,,,,,,,,,701.2585134999827,701.2729289999697,701.7733907999936,702.2739737001248,703.2755846001673,703.2592735001817,703.2592899000738,703.2755846001673,708.26462120004,"['t', 'i']",2,SNYE,"['t', 'i']",False,,"[1.1776666000951082, 1.4609947002027184]","[0.24370680004358292, 0.18465909990482032]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
98,0,98,0,708.2811669001821,,,,,,,,,708.2655880001839,708.2811669001821,708.7812678001355,709.2651752000675,710.2667557001114,710.2503625000827,710.2503768999595,710.2667557001114,715.2556821000762,"['v', 'z', 'x']",0,VPQD,"['v', 'z', 'x']",False,715.2716443000827,"[0.4602836000267416, 1.6328558998648077, 2.21175009990111]","[0.25005769985727966, 0.28763519995845854, 0.2584357999730855]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
99,0,99,0,715.2716443000827,,,,,,,,,715.2565747001208,715.2716443000827,715.7726990999654,716.2728593000211,717.2744994000532,717.2584502999671,717.2584712000098,717.2744994000532,722.262919300003,"['d', 's', 'k']",2,BCVK,"['d', 's', 'k']",False,,"[0.7903429002035409, 0.8132793002296239, 0.8315196000039577]","[0.3470747999381274, 0.2349819999653846, 0.283661600202322]",631606,001,2024-11-17_23h40.23.855,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h40.28.502993 +0530,
