trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp.started,introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,letter_grid.started,letter_grid.stopped,row_cue.started,row_cue.stopped,trial.stopped,response_routine.started,response.started,response.stopped,response_routine.stopped,response.keys,Cued Row,Correct Row,Participant Response,Is Correct,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
60,0,60,0,211.9573186999187,,,,,,,,,211.94244709983468,211.9573186999187,212.457920699846,212.95901089999825,213.9594443999231,213.9436880997382,213.94370469963178,213.9594443999231,215.46129119955003,215.44530249992386,"['o', 'g', 'i']",0,POGI,"['o', 'g', 'i']",False,"[0.08189049968495965, 0.482101499568671, 0.9505427996627986]","[0.08893730025738478, 0.06854930007830262, 0.06618010019883513]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
61,0,61,0,215.46129119955003,,,,,,,,,215.44643099978566,215.46129119955003,215.96174389962107,216.46236779959872,217.46370309963822,217.44793619960546,217.44795409962535,217.46370309963822,218.96514359954745,218.94912499981,None,2,IDUX,None,False,,,040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
62,0,62,0,218.96514359954745,,,,,,,,,218.94985759956762,218.96514359954745,219.466339699924,219.96631539985538,220.96749459998682,220.95137719996274,220.95139869954437,220.96749459998682,,222.45242339977995,None,2,OGQR,None,False,,,040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
63,0,63,0,222.46887439955026,,,,,,,,,222.45324379997328,222.46887439955026,222.96957809990272,223.45290659973398,224.4546197997406,224.43870669975877,224.4387243995443,224.4546197997406,225.9559928998351,225.9402389996685,None,2,HHPV,None,False,,,040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
64,0,64,0,225.9559928998351,,,,,,,,,225.94098529964685,225.9559928998351,226.456573699601,226.95699109975249,227.95842319959775,227.94268379965797,227.94270109990612,227.95842319959775,229.46002149954438,229.44421349978074,['s'],1,SPYR,['s'],False,[0.04722640011459589],[0.0880422000773251],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
65,0,65,0,229.46002149954438,,,,,,,,,229.44603699957952,229.46002149954438,229.96058209985495,230.46134649962187,231.46237139962614,231.44658179953694,231.44660829985514,231.46237139962614,232.96394519973546,232.94785579992458,['p'],0,OSOO,['p'],False,[0.6201311000622809],[0.07527610007673502],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
66,0,66,0,232.96394519973546,,,,,,,,,232.94873059960082,232.96394519973546,233.46455469960347,233.96493119979277,234.96649209968746,234.95028339978307,234.9503032998182,234.96649209968746,,236.45163319958374,['l'],2,LZUR,['l'],False,[0.6063474998809397],[0.076271400321275],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
67,0,67,0,236.4675772995688,,,,,,,,,236.45289919991046,236.4675772995688,236.9682088997215,237.4522850997746,238.45362689998,238.4377343999222,238.4377565998584,238.45362689998,239.95487459981814,239.93897819984704,"['y', 'x']",1,YXJX,"['y', 'x']",False,"[0.013424600008875132, 0.320454700384289]","[0.06981470016762614, 0.07963569974526763]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
68,0,68,0,239.95487459981814,,,,,,,,,239.94007309991866,239.95487459981814,240.45574829960242,240.95596179971471,241.9569718996063,241.94093649974093,241.94096439983696,241.9569718996063,243.45873239962384,243.44315529987216,"['y', 'i']",2,ZTNL,"['y', 'i']",False,"[0.2823645998723805, 0.5449061999097466]","[0.07639090018346906, 0.07178980018943548]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
69,0,69,0,243.45873239962384,,,,,,,,,243.44424269953743,243.45873239962384,243.95929129980505,244.4597193999216,245.4608173999004,245.44538869988173,245.445405499544,245.4608173999004,246.96278349962085,246.94712199969217,['p'],1,EUAP,['p'],False,[0.1041153003461659],[0.07791339978575706],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
70,0,70,0,246.96278349962085,,,,,,,,,246.9479630999267,246.96278349962085,247.46311239991337,247.96369309956208,248.96483279997483,248.94903799984604,248.94905399996787,248.96483279997483,250.46689469972625,250.45069149974734,None,0,OGAE,None,False,,,040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
71,0,71,0,250.46689469972625,,,,,,,,,250.45125839998946,250.46689469972625,250.96725739957765,251.45092709967867,252.45225429954007,252.43611699994653,252.436132799834,252.45225429954007,253.9543587998487,253.93763449974358,None,1,HQLQ,None,False,,,040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
72,0,72,0,253.9543587998487,,,,,,,,,253.93826459953561,253.9543587998487,254.45432449970394,254.9547621998936,255.9554872997105,255.94014839967713,255.94016459956765,255.9554872997105,257.45767189981416,257.4420783999376,None,2,NUFI,None,False,,,040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
73,0,73,0,257.45767189981416,,,,,,,,,257.4428236996755,257.45767189981416,257.95801159972325,258.4590475996956,259.45970279956236,259.4440462999046,259.444070499856,259.45970279956236,260.96151039982215,260.94577439967543,['t'],1,YTBF,['t'],False,[0.09486819989979267],[0.07660440029576421],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
74,0,74,0,260.96151039982215,,,,,,,,,260.9466114998795,260.96151039982215,261.4623173996806,261.96256619971246,262.9636236997321,262.94787989975885,262.9479011995718,262.9636236997321,264.4652682999149,264.44989509973675,['s'],2,XUNW,['s'],False,[0.3135997001081705],[0.07783030020073056],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
75,0,75,0,264.4652682999149,,,,,,,,,264.45074469968677,264.4652682999149,264.96594799961895,265.4663803996518,266.4670583996922,266.45167819969356,266.4516969998367,266.4670583996922,,267.9527231999673,"['e', 'z']",2,EZEY,"['e', 'z']",False,"[0.07086790027096868, 0.4592095999978483]","[0.0950345997698605, 0.09479300025850534]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
76,0,76,0,267.9689700999297,,,,,,,,,267.9537123995833,267.9689700999297,268.4695677999407,268.95358089962974,269.9548831996508,269.9395932997577,269.9396332995966,269.9548831996508,271.45647969981655,271.4406571998261,"['f', 'e']",1,FEVZ,"['f', 'e']",False,"[0.6353329997509718, 0.7438747999258339]","[0.07765990030020475, 0.08871060004457831]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
77,0,77,0,271.45647969981655,,,,,,,,,271.44159249961376,271.45647969981655,271.95700249960646,272.4578012996353,273.4586264998652,273.442847199738,273.44286859966815,273.4586264998652,274.9601588998921,274.9441989995539,['p'],1,EPHT,['p'],False,[0.26766050001606345],[0.06872169999405742],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
78,0,78,0,274.9601588998921,,,,,,,,,274.94531129999086,274.9601588998921,275.46080679958686,275.9613774996251,276.9629135997966,276.94670889992267,276.94672459969297,276.9629135997966,278.46418869961053,278.4472204996273,None,0,UJPL,None,False,,,040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
79,0,79,0,278.46418869961053,,,,,,,,,278.4477690998465,278.46418869961053,278.9649821999483,279.46462589967996,280.4668769999407,280.45029699988663,280.45031479978934,280.4668769999407,281.9679358997382,281.95142779964954,"['t', 'e']",0,VYEL,"['t', 'e']",False,"[0.303343300241977, 0.42175200022757053]","[0.08233529981225729, 0.08919350011274219]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
80,0,80,0,281.9679358997382,,,,,,,,,281.9523177999072,281.9679358997382,282.4686994999647,282.9533091997728,283.9535660999827,283.93791119987145,283.937928899657,283.9535660999827,285.45509679988027,285.4393047997728,['x'],2,AJRH,['x'],False,[1.0761235998943448],[0.09903489984571934],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
81,0,81,0,285.45509679988027,,,,,,,,,285.4401283999905,285.45509679988027,285.9559188997373,286.4562791995704,287.457316799555,287.44168669963256,287.4417032999918,287.457316799555,288.95907569956034,288.94310049992055,"['e', 'p']",0,ZPRP,"['e', 'p']",False,"[0.44571550004184246, 1.0096563999541104]","[0.11699040001258254, 0.05686530005186796]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
82,0,82,0,288.95907569956034,,,,,,,,,288.9440534999594,288.95907569956034,289.4593948996626,289.96016389969736,290.9614714998752,290.94568229978904,290.94570069992915,290.9614714998752,292.46269009960815,292.4468465996906,"['b', 'o']",0,BWOO,"['b', 'o']",False,"[0.8064480000175536, 1.142525800038129]","[0.07135209999978542, 0.06295049982145429]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
83,0,83,0,292.46269009960815,,,,,,,,,292.4476593998261,292.46269009960815,292.96352559980005,293.46396369999275,294.4654804999009,294.4492725995369,294.4492871998809,294.4654804999009,295.96674839966,295.95074419956654,['g'],1,ERJS,['g'],False,[0.4055710001848638],[0.08445549989119172],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
84,0,84,0,295.96674839966,,,,,,,,,295.95158099988475,295.96674839966,296.4671936999075,296.9510734998621,297.9526418996975,297.93666509957984,297.93669079989195,297.9526418996975,299.45380389969796,299.437955299858,['t'],1,LTAG,['t'],False,[0.2458088002167642],[0.08890319988131523],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
85,0,85,0,299.45380389969796,,,,,,,,,299.43903879961,299.45380389969796,299.95445129973814,300.45498809963465,301.4560497999191,301.4404708999209,301.44048709981143,301.4560497999191,302.9576589995995,302.9421064998023,['c'],2,HJAQ,['c'],False,[0.3194043003022671],[0.07931899977847934],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
86,0,86,0,302.9576589995995,,,,,,,,,302.94293079990894,302.9576589995995,303.4581334996037,303.9588303999044,304.9603368998505,304.9443108998239,304.94432479981333,304.9603368998505,306.4616916999221,306.4453520998359,['b'],2,WDCP,['b'],False,[0.34996150014922023],[0.08252760022878647],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
87,0,87,0,306.4616916999221,,,,,,,,,306.4462023996748,306.4616916999221,306.9621489997953,307.46217859955505,308.4634286998771,308.4483430995606,308.4483666997403,308.4634286998771,309.9653199999593,309.94958069967106,"['k', 'u']",1,KUSQ,"['k', 'u']",False,"[0.9278168003074825, 1.0906322002410889]","[0.0716555998660624, 0.07485730014741421]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
88,0,88,0,309.9653199999593,,,,,,,,,309.9506775997579,309.9653199999593,310.46700729988515,310.9498997996561,311.95075229974464,311.9352675997652,311.93528589978814,311.95075229974464,313.4524407996796,313.43668189970776,"['t', 'x']",0,TZML,"['t', 'x']",False,"[0.10357879986986518, 0.782256199978292]","[0.06559160025790334, 0.07229330018162727]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
89,0,89,0,313.4524407996796,,,,,,,,,313.43780609965324,313.4524407996796,313.9530518995598,314.4540311996825,315.4542255997658,315.43831979995593,315.4383387998678,315.4542255997658,316.9564824998379,316.9407505998388,['g'],1,UGXW,['g'],False,[0.35743149975314736],[0.07224450027570128],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
90,0,90,0,316.9564824998379,,,,,,,,,316.9419354996644,316.9564824998379,317.4570219996385,317.95785279991105,318.9586963998154,318.9425523998216,318.9425672995858,318.9586963998154,320.45995709998533,320.443678799551,"['u', 'y']",0,VVMV,"['u', 'y']",False,"[0.07613800000399351, 0.3437016000971198]","[0.07611260004341602, 0.07586580002680421]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
91,0,91,0,320.45995709998533,,,,,,,,,320.4445467996411,320.45995709998533,320.96089739957824,321.46167649980634,322.4628505995497,322.4466308997944,322.4466552999802,322.4628505995497,323.9643874997273,323.9484962997958,"['e', 'u']",1,EFFB,"['e', 'u']",False,"[0.9663443001918495, 1.1204468999058008]","[0.08472479972988367, 0.07568740006536245]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
92,0,92,0,323.9643874997273,,,,,,,,,323.94931599963456,323.9643874997273,324.4651561998762,324.9657509997487,325.96625109994784,325.9506784998812,325.95069449953735,325.96625109994784,,327.45154839986935,['a'],1,ZAQK,['a'],False,[0.06882090028375387],[0.09615339990705252],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
93,0,93,0,327.46794439991936,,,,,,,,,327.4525072998367,327.46794439991936,327.96846209978685,328.45262419991195,329.45424879994243,329.4372857999988,329.4373042997904,329.45424879994243,330.95545519981533,330.94122329959646,None,0,YLBM,None,False,,,040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
94,0,94,0,330.95545519981533,,,,,,,,,330.94239999959245,330.95545519981533,331.45527499960735,331.95588819961995,332.95709059992805,332.94178079999983,332.94182389974594,332.95709059992805,334.45946979988366,334.44316209992394,"['v', 'i']",0,VIYH,"['v', 'i']",False,"[0.543675399851054, 1.0802361001260579]","[0.07774890027940273, 0.06914889998733997]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
95,0,95,0,334.45946979988366,,,,,,,,,334.44434929965064,334.45946979988366,334.95993729960173,335.46068079955876,336.461103499867,336.44504599971697,336.4450634997338,336.461103499867,337.962963799946,337.9469902999699,['p'],0,WPCV,['p'],False,[0.14714189991354942],[0.07709510019049048],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
96,0,96,0,337.962963799946,,,,,,,,,337.94807919999585,337.962963799946,338.46345289982855,338.96398319955915,339.96505449991673,339.94965789979324,339.9496729997918,339.96505449991673,341.46681449981406,341.45100659970194,"['t', 'i']",2,TLIK,"['t', 'i']",False,"[0.1838255999609828, 0.5501155001111329]","[0.0804457999765873, 0.0767697999253869]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
97,0,97,0,341.46681449981406,,,,,,,,,341.4518136996776,341.46681449981406,341.9675928996876,342.45106059964746,343.45237059984356,343.43634609971195,343.4363612998277,343.45237059984356,344.9538774997927,344.93851709971204,['r'],0,WLTZ,['r'],False,[0.25817140005528927],[0.10186310019344091],040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
98,0,98,0,344.9538774997927,,,,,,,,,344.9397421996109,344.9538774997927,345.45465259999037,345.95503099961206,346.95570219960064,346.94015429960564,346.9401704999618,346.95570219960064,348.4575691996142,348.4419251997024,"['l', 'e']",0,PLEW,"['l', 'e']",False,"[0.040806999895721674, 0.1786658000200987]","[0.05899900011718273, 0.09297760017216206]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
99,0,99,0,348.4575691996142,,,,,,,,,348.44343119999394,348.4575691996142,348.9589697998017,349.45898339990526,350.4594678999856,350.4435278996825,350.4435458998196,350.4594678999856,351.96177089959383,351.94630939979106,"['i', 'g']",1,ICZY,"['i', 'g']",False,"[0.5714255999773741, 0.9622391001321375]","[0.07373560033738613, 0.0775135001167655]",040889,001,2024-11-20_15h12.06.838,DelayedPartialReportMethod,2024.1.5,None,2024-11-20 15h12.11.665974 +0530,
