trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp.started,introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,letter_grid.started,trial.stopped,response_routine.started,response.started,response_routine.stopped,response.keys,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
60,0,60,0,369.6440232999157,,,,,,,,,369.62973609985784,369.6440232999157,370.12780319992453,370.1278551998548,370.14437789982185,375.13305059983395,"['o', 'c', 'v', 'c']","[1.5506545000243932, 2.0154504000674933, 2.3677727999165654, 2.742431699996814]","[0.13874659989960492, 0.13778289989568293, 0.12828120007179677, 0.12511339993216097]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
61,0,61,0,375.1507706998382,,,,,,,,,375.1368064999115,375.1507706998382,375.6338372998871,375.6338925999589,375.65110819996335,380.6225963998586,"['v', 'n', 'k']","[1.7107663999777287, 2.6254500998184085, 2.9900110999587923]","[0.12208519992418587, 0.10750260017812252, 0.10183119983412325]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
62,0,62,0,380.64054719987325,,,,,,,,,380.62522469996475,380.64054719987325,381.12317999987863,381.12321210000664,381.13906909991056,386.1283225999214,"['g', 'b', 's', 'x']","[1.8137300999369472, 2.394302799832076, 3.25866309995763, 3.6929603999014944]","[0.10256680008023977, 0.1054381001740694, 0.09980099997483194, 0.09965190012007952]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
63,0,63,0,386.1457075998187,,,,,,,,,386.1310375998728,386.1457075998187,386.62923469999805,386.629283899907,386.64603269984946,391.6344666997902,"['y', 'h', 'c']","[1.4644901000428945, 2.6578816000837833, 3.9221912000793964]","[0.10275990003719926, 0.1261104999575764, 0.11866579996421933]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
64,0,64,0,391.65247059985995,,,,,,,,,391.6372907999903,391.65247059985995,392.13552249991335,392.1355649998877,392.1519494999666,397.1239704999607,"['l', 'a', 'i', 'z']","[2.1743199001066387, 2.5484595000743866, 3.2366369001101702, 3.710038400022313]","[0.11898789997212589, 0.18197839986532927, 0.13274359982460737, 0.13774699997156858]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
65,0,65,0,397.1405063997954,,,,,,,,,397.1251563997939,397.1405063997954,397.6245080998633,397.62453079991974,397.64035449991934,402.63003569981083,"['k', 'x', 't', 'z']","[2.1338080998975784, 2.71977990004234, 3.2641471000388265, 3.9575588000006974]","[0.11974480003118515, 0.11705040000379086, 0.11881019989959896, 0.13886559987440705]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
66,0,66,0,402.6477932999842,,,,,,,,,402.6327207998838,402.6477932999842,403.13090959982947,403.1309545999393,403.14696389995515,408.1360754999332,"['d', 'v', 'w', 'w']","[2.120727200061083, 2.661853700177744, 3.572059700032696, 3.850903200218454]","[0.11918139993213117, 0.11316880001686513, 0.09566780016757548, 0.11590239987708628]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
67,0,67,0,408.15420299977995,,,,,,,,,408.13881269982085,408.15420299977995,408.6369256998878,408.6369677998591,408.65363899990916,413.6254503999371,"['y', 'o', 'e', 'k']","[1.4348373000975698, 1.8770797001197934, 2.4791636001318693, 3.3144944000523537]","[0.08102909987792373, 0.12515469989739358, 0.09110599989071488, 0.11531289992853999]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
68,0,68,0,413.6433160000015,,,,,,,,,413.62828750000335,413.6433160000015,414.1265596000012,414.12658999999985,414.14277459983714,419.13060299982317,"['i', 'p', 'p', 'b']","[1.6440546000376344, 2.049729600083083, 2.2614110000431538, 3.0589612000621855]","[0.1085234999191016, 0.09750290005467832, 0.0994492000900209, 0.09891949989832938]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
69,0,69,0,419.14725049980916,,,,,,,,,419.1320783998817,419.14725049980916,419.63215079996735,419.6322041999083,419.64959489996545,424.63780029979534,"['p', 'r', 'l', 'v']","[1.5426565997768193, 2.0260794998612255, 2.590475599979982, 3.326139999786392]","[0.11143380007706583, 0.1587380999699235, 0.11615639994852245, 0.12494560005143285]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
70,0,70,0,424.6564895999618,,,,,,,,,424.6407856999431,424.6564895999618,425.1387900998816,425.1388236999046,425.15514019993134,430.127276299987,"['b', 'u', 'r', 'e']","[1.716812300030142, 2.1097057999577373, 2.6971400000620633, 3.0589265001472086]","[0.11478769988752902, 0.13824330014176667, 0.11842980002984405, 0.12529389979317784]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
71,0,71,0,430.1457163998857,,,,,,,,,430.13055519992486,430.1457163998857,430.62817849987186,430.62823779997416,430.6440554999281,435.63340349984355,"['t', 'z', 's', 'a']","[3.3601279000286013, 3.752488100202754, 4.361510300077498, 4.499714400153607]","[0.1325594000518322, 0.10318989981897175, 0.09602260007523, 0.10255019995383918]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
72,0,72,0,435.6529956997838,,,,,,,,,435.63587619992904,435.6529956997838,436.1337824999355,436.133832299849,436.1502642999403,441.12245319993235,"['f', 'x', 'h']","[3.3488988999743015, 3.698474399978295, 4.583324000006542]","[0.11273079994134605, 0.10172459995374084, 0.0858509000390768]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
73,0,73,0,441.14008799986914,,,,,,,,,441.1252780999057,441.14008799986914,441.62325369985774,441.6233119999524,441.63940619979985,446.62838139990345,"['z', 'q']","[2.110560500063002, 2.5860980001743883]","[0.1215898001100868, 0.13603860000148416]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
74,0,74,0,446.6497965999879,,,,,,,,,446.63135409983806,446.6497965999879,447.12850150000304,447.1285408998374,447.14530420000665,452.13453699997626,"['s', 'b', 'i', 'j']","[1.918606499908492, 2.639554899884388, 3.0879488999489695, 4.529359099920839]","[0.0983243000227958, 0.10651280009187758, 0.1015671999193728, 0.09785949997603893]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
75,0,75,0,452.15182659984566,,,,,,,,,452.137418899918,452.15182659984566,452.6361515999306,452.6361931997817,452.65265249996446,457.62406689999625,"['j', 'i', 'n', 'y']","[1.2668550999369472, 1.6321344000753015, 2.610256399959326, 4.462817799998447]","[0.09970990009605885, 0.10890290001407266, 0.11307430011220276, 0.09281480009667575]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
76,0,76,0,457.6408545000013,,,,,,,,,457.62677649990655,457.6408545000013,458.12490799999796,458.1249671999831,458.1412557999138,463.12993429997005,"['y', 'c', 'v']","[1.9190761998761445, 2.397887700004503, 3.071064699906856]","[0.11080130003392696, 0.13463920005597174, 0.11465930007398129]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
77,0,77,0,463.147942799842,,,,,,,,,463.1327632998582,463.147942799842,463.63053529988974,463.6306170998141,463.6475957999937,468.6372163000051,"['a', 'j', 'r', 'u']","[1.9174998998641968, 2.4368163999170065, 3.056477499892935, 3.673653099918738]","[0.1814338001422584, 0.11093500000424683, 0.08851850009523332, 0.10602200007997453]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
78,0,78,0,468.6565935998224,,,,,,,,,468.6404396998696,468.6565935998224,469.13693199981935,469.13698509987444,469.15304959984496,474.1253515998833,"['d', 'r', 'y', 'y']","[1.5964648998342454, 1.9884712998755276, 2.8595968999434263, 3.202644099947065]","[0.11508710007183254, 0.08254820015281439, 0.09887739992700517, 0.10586040001362562]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
79,0,79,0,474.1422056998126,,,,,,,,,474.1281608999707,474.1422056998126,474.6265556998551,474.6265906000044,474.6424046999309,479.6325477999635,['v'],[2.0396654999349266],[0.11561099998652935],538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
80,0,80,0,479.6488886999432,,,,,,,,,479.6353274998255,479.6488886999432,480.13183019985445,480.1318747999612,480.14814629987814,485.13815189991146,"['r', 'f', 'x', 'i']","[2.6089278999716043, 3.570324500091374, 4.1469390001147985, 4.464524100068957]","[0.11572150001302361, 0.09359399997629225, 0.11461519985459745, 0.09803909994661808]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
81,0,81,0,485.15713419998065,,,,,,,,,485.140605899971,485.15713419998065,485.6384546998888,485.63850789982826,485.6549712999258,490.62801969982684,"['e', 'a', 'd', 'f']","[2.23228619992733, 2.5499437998514622, 2.787461399799213, 3.5548381998669356]","[0.09558349987491965, 0.09632290014997125, 0.11249600001610816, 0.10725350002758205]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
82,0,82,0,490.64593849983066,,,,,,,,,490.63095519994386,490.64593849983066,491.1280733998865,491.12812709994614,491.1446602998767,496.13283949997276,"['c', 'v', 'm', 'e']","[1.7487987999338657, 1.9847502999473363, 2.597564100055024, 3.3829119000583887]","[0.0986920001450926, 0.09967700019478798, 0.09395330003462732, 0.11134580010548234]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
83,0,83,0,496.14909859979525,,,,,,,,,496.13522929977626,496.14909859979525,496.6337760000024,496.6338167998474,496.65098919998854,501.6225197999738,"['a', 'p', 't', 'm']","[1.227053599897772, 1.8384620998986065, 2.3489737999625504, 2.9878998999483883]","[0.12513300008140504, 0.10639779991470277, 0.08796550007537007, 0.1066389000043273]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
84,0,84,0,501.6397716999054,,,,,,,,,501.62505669984967,501.6397716999054,502.1228615997825,502.12288709986024,502.1393240999896,507.1287260998506,"['g', 'l', 'b', 'x']","[2.028167200041935, 2.6961090001277626, 3.6099757000338286, 4.087557000108063]","[0.11479780008085072, 0.10917409998364747, 0.10823819995857775, 0.1255626999773085]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
85,0,85,0,507.1492023000028,,,,,,,,,507.1311870999634,507.1492023000028,507.62898989999667,507.62904939986765,507.6459326997865,512.6348980998155,"['i', 'v', 'q', 'z']","[1.596491999924183, 2.076906999805942, 2.6363237998448312, 3.261125899851322]","[0.11210309993475676, 0.11506310012191534, 0.11395779997110367, 0.1523365001194179]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
86,0,86,0,512.6567619999405,,,,,,,,,512.6379426999483,512.6567619999405,513.1352788999211,513.1353595999535,513.151631299872,518.1239004998934,"['v', 'l', 'h', 'e']","[1.6529192000161856, 2.505187700036913, 3.635073299985379, 4.2366450999397784]","[0.1158759999088943, 0.11235219985246658, 0.11321919993497431, 0.13717240002006292]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
87,0,87,0,518.1416305999737,,,,,,,,,518.1270912999753,518.1416305999737,518.6246891999617,518.6247330999468,518.6412223998923,523.6304401999805,"['f', 'x', 's']","[2.080703299958259, 2.5038999000098556, 4.808075800072402]","[0.10456110001541674, 0.1073235000949353, 0.10264679999090731]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
88,0,88,0,523.648209199775,,,,,,,,,523.632882699836,523.648209199775,524.1306358999573,524.1306840998586,524.1474085999653,529.1358140998054,None,,,538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
89,0,89,0,529.1520638999064,,,,,,,,,529.1371930998284,529.1520638999064,529.6366991999093,529.6368732999545,529.654094700003,534.6254193999339,"['b', 'l', 'r', 'k']","[1.3471607000101358, 1.7991588001605123, 2.554159600054845, 3.1360187001992017]","[0.10665239999070764, 0.132392100058496, 0.0923057000618428, 0.10148319997824728]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
90,0,90,0,534.642815799918,,,,,,,,,534.627957199933,534.642815799918,535.1263860999607,535.1264262998011,535.1425091999117,540.1322894999757,"['q', 'h', 'e', 'z']","[1.505262600025162, 2.189693799940869, 2.9837782999966294, 3.4467559000477195]","[0.14614139986224473, 0.13798370002768934, 0.08428569999523461, 0.10196579992771149]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
91,0,91,0,540.1492456998676,,,,,,,,,540.1350805999245,540.1492456998676,540.6325136998203,540.6326077999547,540.6486834997777,545.6375538997818,"['e', 'n', 'z']","[1.529027699958533, 2.3967373000923544, 2.877961700083688]","[0.08082450018264353, 0.11561280000023544, 0.14590799994766712]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
92,0,92,0,545.6541889999062,,,,,,,,,545.6399551997893,545.6541889999062,546.1381986998022,546.1382490999531,546.154583199881,551.1269867999945,"['s', 'y', 'z', 't']","[1.6057010998483747, 2.1499597998335958, 2.817624199902639, 3.4282469998579472]","[0.14272830006666481, 0.11878020013682544, 0.16574289998970926, 0.11031890008598566]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
93,0,93,0,551.1445861998945,,,,,,,,,551.1297090000007,551.1445861998945,551.6277906999458,551.6278242999688,551.6448389999568,556.6330379999708,"['q', 'f', 'u', 'j']","[1.681762999854982, 2.7822451998945326, 3.242941099917516, 4.628142500063404]","[0.1609407002106309, 0.0907018999569118, 0.10701990011148155, 0.09263919992372394]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
94,0,94,0,556.6493691999931,,,,,,,,,556.6356729997788,556.6493691999931,557.1336366999894,557.1336877997965,557.1503142998554,562.1226354998071,"['h', 'f']","[1.9151975999120623, 2.980898200068623]","[0.1274968001525849, 0.3032759998459369]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
95,0,95,0,562.1389723999891,,,,,,,,,562.1246322998777,562.1389723999891,562.6227398999035,562.622777499957,562.6395174998324,567.6282744999044,"['b', 'b', 't', 'w']","[1.8076766000594944, 2.0169532001018524, 2.4667037001345307, 3.0358329999726266]","[0.11965909996069968, 0.12124849995598197, 0.11091349995695055, 0.13168030022643507]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
96,0,96,0,567.6462271998171,,,,,,,,,567.6310884999111,567.6462271998171,568.1290225998964,568.1290744999424,568.1451136998367,573.1344379999209,"['v', 'h', 'u']","[2.7721108999103308, 3.152767499908805, 3.7231135999318212]","[0.12267299997620285, 0.11487530008889735, 0.11453039990738034]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
97,0,97,0,573.1522231998388,,,,,,,,,573.1374559998512,573.1522231998388,573.6355720998254,573.6356306998059,573.6519143998157,578.6243278000038,"['q', 'q', 'n', 'z']","[1.1379929000977427, 1.4209496001712978, 2.009280800120905, 2.566465600160882]","[0.14799480000510812, 0.1511394998524338, 0.10922809992916882, 0.14275989984162152]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
98,0,98,0,578.6409179999027,,,,,,,,,578.6268729998264,578.6409179999027,579.1248056998011,579.1248422998469,579.1409694999456,584.1297972998582,"['q', 'm', 'f', 'z']","[1.7108618000056595, 2.2568091999273747, 2.96065489994362, 3.36321959993802]","[0.16008109995163977, 0.11793519998900592, 0.1086155001539737, 0.1487902000080794]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
99,0,99,0,584.1481123999692,,,,,,,,,584.1334758999292,584.1481123999692,584.6308918998111,584.630947999889,584.6471376998816,589.6362121999264,"['m', 'n', 'g', 'x']","[2.2793050999753177, 2.6151181999593973, 3.4503169001545757, 4.337590700015426]","[0.1182939000427723, 0.13718030019663274, 0.12408009986393154, 0.11412840010598302]",538039,001,2024-11-18_09h38.49.105,WholeReportMethod,2024.1.5,None,2024-11-18 09h38.57.645272 +0530,
