trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp.started,introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,letter_grid.started,trial.stopped,response_routine.started,response.started,response_routine.stopped,response.keys,response.rt,response.duration,letter_grid.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
45,0,45,0,250.5726242000237,,,,,,,,,250.5562668000348,250.5726242000237,251.05455020000227,251.05460090003908,251.07048059999943,256.0427548000589,"['b', 'h', 'i', 'r', 'l']","[1.6701179998926818, 1.9670585999265313, 2.2468133999500424, 2.5816405001096427, 3.8310408000834286]","[0.12892210017889738, 0.1422908001113683, 0.1515943999402225, 0.2242280999198556, 0.1463925999123603]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
46,0,46,0,256.0640775000211,,,,,,,,,256.0454810000956,256.0640775000211,256.54306049994193,256.5430880000349,256.5601619000081,261.5482159999665,"['h', 'o', 'u', 'i', 'l', 'f']","[1.1550234002061188, 1.3679092000238597, 1.6660536001436412, 1.8964419001713395, 2.796188100008294, 3.320483900140971]","[0.18396609998308122, 0.3406422999687493, 0.17194949998520315, 0.11889999988488853, 0.1780578000470996, 0.18788990005850792]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
47,0,47,0,261.5677388999611,,,,,,,,,261.55276250001043,261.5677388999611,262.0500350999646,262.05008669989184,262.0650969000999,267.0562199000269,"['v', 'r', 'p', 'a', 'z', 'o']","[1.272645300021395, 1.627040000166744, 1.9115526999812573, 2.125587100163102, 3.2653821001295, 3.8988159000873566]","[0.18329020007513463, 0.212382199941203, 0.19680290017277002, 0.2173091999720782, 0.2391629999037832, 0.15587299992330372]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
48,0,48,0,267.0738613998983,,,,,,,,,267.06128880009055,267.0738613998983,267.53936380008236,267.5394164000172,267.55489000002854,272.5439704998862,"['t', 'j', 'b', 'r', 'p']","[1.4843376001808792, 1.738403100054711, 2.0737251001410186, 2.5542824000585824, 2.751840200042352]","[0.2067223999183625, 0.14180879993364215, 0.118822299875319, 0.2124880999326706, 0.22818390000611544]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
49,0,49,0,272.5633036000654,,,,,,,,,272.5474733998999,272.5633036000654,273.0447092000395,273.0447460000869,273.0610152001027,278.05014339997433,"['f', 'a', 'x', 'b', 'e']","[1.3793689999729395, 1.6430681999772787, 2.275336599908769, 2.7554759001359344, 3.151661500101909]","[0.19492250005714595, 0.23010569997131824, 0.2374223000369966, 0.1557088999543339, 0.21973209991119802]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
50,0,50,0,278.06873619998805,,,,,,,,,278.0531899998896,278.06873619998805,278.55153859988786,278.5515960000921,278.5677137998864,283.5393679998815,"['y', 'e', 'n', 'd', 'b', 'a']","[1.5593721000477672, 1.9015834999736398, 2.230522400001064, 2.503683099988848, 2.9937175000086427, 3.215202599996701]","[0.1308329999446869, 0.2013833001255989, 0.11890250002034009, 0.18656460009515285, 0.13956660008989275, 0.20760500011965632]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
51,0,51,0,283.55722189997323,,,,,,,,,283.54225039994344,283.55722189997323,284.03989699995145,284.0399476001039,284.0564604999963,289.04541409993544,"['y', 'n', 'b', 'c', 'd']","[2.1744543998502195, 2.4721045999322087, 2.8226170998532325, 3.3550348998978734, 3.7166639999486506]","[0.1130014001391828, 0.12211519991979003, 0.10563210002146661, 0.24480960005894303, 0.20276260003447533]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
52,0,52,0,289.06305509991944,,,,,,,,,289.04875870002434,289.06305509991944,289.54683610005304,289.5468814999331,289.5622857999988,294.5519890000578,"['u', 'h', 'd', 'd', 'c']","[0.9038827000185847, 1.2187105999328196, 1.5827486999332905, 1.7934755000751466, 2.4628582999575883]","[0.13505399995483458, 0.09986560000106692, 0.1286766999401152, 0.14439869998022914, 0.21026120008900762]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
53,0,53,0,294.56908240006305,,,,,,,,,294.5555000999011,294.56908240006305,295.05278840009123,295.05282270000316,295.0692193999421,300.0407281999942,"['d', 'u', 'k', 'o', 'o', 'm']","[1.1813942000735551, 1.5260896999388933, 1.7820494999177754, 2.117560900049284, 2.271334599936381, 3.056428699987009]","[0.20155330002307892, 0.15740140015259385, 0.20682330010458827, 0.06636890000663698, 0.16192350001074374, 0.14527380000799894]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
54,0,54,0,300.0580627999734,,,,,,,,,300.0434997000266,300.0580627999734,300.54159809998237,300.54163490002975,300.5582163000945,305.5475866999477,"['m', 'n', 'q', 'r', 's']","[1.7557353999000043, 2.0088356998749077, 2.576307199895382, 3.87317999987863, 4.1568493999075145]","[0.1318270000629127, 0.09527030005119741, 0.27920860005542636, 0.19804030004888773, 0.23306590015999973]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
55,0,55,0,305.5646245998796,,,,,,,,,305.5500519000925,305.5646245998796,306.04795189993456,306.04799830005504,306.06494330009446,311.05298910010606,"['d', 'o', 'w', 'g']","[0.6329981000162661, 1.59974699979648, 1.9079969997983426, 2.7356978999450803]","[0.2827924999874085, 0.20100240013562143, 0.20662010018713772, 0.20080120000056922]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
56,0,56,0,311.0705730000045,,,,,,,,,311.05590129992925,311.0705730000045,311.5538665999193,311.55392590002157,311.5703847000841,316.5423423999455,"['j', 'w', 'x', 'q', 'u']","[1.2306095999665558, 1.6023832000792027, 2.2488537000026554, 2.7048919000662863, 3.6703105000779033]","[0.13160130009055138, 0.2036297998856753, 0.2135685000102967, 0.2442540000192821, 0.1847202000208199]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
57,0,57,0,316.5588378999382,,,,,,,,,316.54461980005726,316.5588378999382,317.04307439993136,317.04312720010057,317.05964739993215,322.04852219996974,"['x', 'p', 'm', 'a', 'd', 's']","[1.3484082999639213, 1.7370915999636054, 2.206595499999821, 2.4241555999033153, 4.522704900009558, 4.559043199988082]","[0.21127999993041158, 0.19831059989519417, 0.16845869994722307, 0.2506659999489784, 0.23361089988611639, 0.20092480001039803]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
58,0,58,0,322.0673068999313,,,,,,,,,322.0522300999146,322.0673068999313,322.5496076999698,322.54965230007656,322.5656753999647,327.55445190006867,"['s', 't', 'z', 'm']","[0.8191442999523133, 1.1268736999481916, 2.036021700128913, 2.43140870006755]","[0.22092350013554096, 0.22050870000384748, 0.27153479983098805, 0.18031920003704727]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
59,0,59,0,327.5726063000038,,,,,,,,,327.55731140007265,327.5726063000038,328.05611920007505,328.0561953999568,328.0724851998966,333.04391480004415,"['b', 'e', 'f', 'd', 'n', 'd']","[1.0929191999603063, 1.406231600092724, 1.7617907000239938, 2.0878690001554787, 2.3916038000024855, 4.365595899987966]","[0.13229840015992522, 0.21074409992434084, 0.1882657001260668, 0.1908473998773843, 0.10808170004747808, 0.2139653000049293]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
60,0,60,0,333.06215010001324,,,,,,,,,333.0466016000137,333.06215010001324,333.54448919999413,333.5445383999031,333.56101449998096,338.54984169988893,"['l', 'u', 'i', 'm', 'h', 'l']","[1.3206873000599444, 1.617413500091061, 1.8098737001419067, 2.129644999979064, 2.6564732000697404, 3.9366303000133485]","[0.24267140007577837, 0.16758499993011355, 0.14174989983439445, 0.15548410010524094, 0.14863139996305108, 0.10922340000979602]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
61,0,61,0,338.56862520007417,,,,,,,,,338.55231310008094,338.56862520007417,339.0521543000359,339.0521913000848,339.06696159997955,344.0394991999492,"['x', 'w', 'h', 'm', 'b', 'h']","[2.2693312000483274, 2.801822100067511, 3.212963999947533, 3.6139301999937743, 3.9757314000744373, 4.250553299905732]","[0.20048179989680648, 0.21835879981517792, 0.1128589001018554, 0.15886670001782477, 0.10835219989530742, 0.10824870015494525]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
62,0,62,0,344.06115010008216,,,,,,,,,344.04307650006376,344.06115010008216,344.5399456000887,344.5399943999946,344.55654549994506,349.5446377999615,"['b', 'e', 'x', 'e', 'z', 'h']","[1.893214700045064, 2.1138919999357313, 2.71859659999609, 3.3310616000089794, 3.920047099934891, 4.943696900038049]","[0.12821369990706444, 0.15409020008519292, 0.1846675998531282, 0.18151309993118048, 0.22976969997398555, None]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
63,0,63,0,349.5615813001059,,,,,,,,,349.54594839992933,349.5615813001059,350.04625699995086,350.0462831000332,350.06197699997574,355.0513830999844,"['a', 'k', 'p', 'a']","[1.0915151999797672, 1.3087760999333113, 1.5929781999439, 1.9197568998206407]","[0.21031189989298582, 0.16176209994591773, 0.2477442000526935, 0.20207840017974377]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
64,0,64,0,355.06877189991064,,,,,,,,,355.0541401999071,355.06877189991064,355.5521718999371,355.552233699942,355.56901820003986,360.54143980005756,"['s', 'o', 't', 'v', 'n']","[1.5268647000193596, 1.70796769997105, 2.6500631000380963, 3.7132496999111027, 3.9654639000073075]","[0.19676059996709228, 0.18323640013113618, 0.1906530000269413, 0.1942088999785483, 0.14349889988079667]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
65,0,65,0,360.5587080998812,,,,,,,,,360.54400300001726,360.5587080998812,361.0408934999723,361.04091460001655,361.05759810004383,366.0468782999087,"['k', 'h', 'r', 'x', 'h', 'd']","[1.5223924000747502, 1.778033300070092, 2.121115199988708, 2.7558820999693125, 3.0956425999756902, 4.698008100036532]","[0.13576889992691576, 0.1256446000188589, 0.17406520014628768, 0.2081477001775056, 0.1375984000042081, 0.18708649999462068]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
66,0,66,0,366.06478279992007,,,,,,,,,366.0497252000496,366.06478279992007,366.54752349993214,366.5475516000297,366.56394880008884,371.55316370003857,"['c', 't', 'q', 'p', 'b']","[1.242100999923423, 1.692890299949795, 2.204383899923414, 2.572027599904686, 3.1744703999720514]","[0.2109419999178499, 0.20580999995581806, 0.21706379996612668, 0.22779690008610487, 0.14782209997065365]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
67,0,67,0,371.57149629993364,,,,,,,,,371.55671270005405,371.57149629993364,372.05401719990186,372.0540455998853,372.0705228999723,377.04237979999743,"['o', 't', 'f', 't', 'r']","[0.9602680001407862, 1.3684213000815362, 1.8318936000578105, 2.1529838999267668, 3.107296200003475]","[0.19382969988510013, 0.210481199901551, 0.1747560000512749, 0.17528360011056066, 0.2283940000925213]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
68,0,68,0,377.0612979999278,,,,,,,,,377.0461486999411,377.0612979999278,377.5431733999867,377.5432100999169,377.55916439997964,382.5482473000884,"['u', 'e', 'j', 'v', 'w']","[1.012069399934262, 1.399043899960816, 2.026908200001344, 2.766186299966648, 3.564609399996698]","[0.16120820003561676, 0.21235119993798435, 0.1539885001257062, 0.18719050008803606, 0.26020410005003214]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
69,0,69,0,382.5664742998779,,,,,,,,,382.55093870009296,382.5664742998779,383.0501105999574,383.050165399909,383.06579350004904,388.05468839989044,"['o', 'p', 'v', 'm']","[1.1744501998182386, 1.3170230998657644, 2.003584399819374, 2.3695626999251544]","[0.17856999998912215, 0.2413833001628518, 0.19483870011754334, 0.15786050003953278]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
70,0,70,0,388.07278789998963,,,,,,,,,388.05721249990165,388.07278789998963,388.5555129998829,388.5555658999365,388.5713937000837,393.5445026999805,"['h', 'o', 'r', 'd', 'q']","[1.0270004000049084, 1.2318103997968137, 1.6037019998766482, 2.651383599964902, 3.184427100000903]","[0.2138681998476386, 0.21108800009824336, 0.20623599993996322, 0.2082676999270916, 0.27850689995102584]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
71,0,71,0,393.5624283000361,,,,,,,,,393.54708030004986,393.5624283000361,394.0453129999805,394.0453518999275,394.0609742999077,399.04976409999654,"['p', 'r', 'd', 'a', 'm']","[1.0721638998948038, 1.3130011998582631, 1.6311086998321116, 1.904873999999836, 2.20957179996185]","[0.17847479996271431, 0.20051930006593466, 0.19304520008154213, 0.23195169982500374, 0.16727229999378324]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
72,0,72,0,399.0679383999668,,,,,,,,,399.0528893000446,399.0679383999668,399.5508787999861,399.55092799989507,399.5669327999931,404.5559107000008,"['c', 'o', 'b', 'r', 'v']","[1.2298622000962496, 1.4705303001683205, 2.287684200098738, 2.505969700170681, 2.900173000060022]","[0.2119473998900503, 0.19440419995225966, 0.1512388999108225, 0.20535169984214008, 0.18397310003638268]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
73,0,73,0,404.57295920001343,,,,,,,,,404.55826369998977,404.57295920001343,405.04019999993034,405.0402478999458,405.0565502999816,410.045308599947,"['r', 'g', 'h', 'e', 'l']","[1.731124699814245, 2.0266346998978406, 2.9257424999959767, 3.172012099996209, 3.5138571998104453]","[0.19506090017966926, 0.2004515000153333, 0.14538379991427064, 0.1987191999796778, 0.22088719997555017]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
74,0,74,0,410.06435810006224,,,,,,,,,410.0481137998868,410.06435810006224,410.54729039990343,410.54732319992036,410.56278400006704,415.5515721999109,"['j', 'i', 'y', 'e', 'a', 'i', 'l']","[1.6636555001605302, 1.7031058999709785, 2.2239306999836117, 2.6066295001655817, 3.3965694999787956, 3.954347300110385, 4.539887299994007]","[0.08667939994484186, 0.16996180010028183, 0.1480582000222057, 0.2038175999186933, 0.24129489995539188, 0.13613069988787174, 0.2083471999503672]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
75,0,75,0,415.57394700008444,,,,,,,,,415.554715000093,415.57394700008444,416.0524156000465,416.0524460999295,416.0702311000787,421.040866299998,"['i', 'y', 'l', 'z', 't']","[1.7309612999670208, 2.2207424000371248, 2.7683472000062466, 3.7655450999736786, 4.333790600067005]","[0.17056540003977716, 0.14130129991099238, 0.16835619998164475, 0.2767519000917673, 0.22611539997160435]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
76,0,76,0,421.0603974000551,,,,,,,,,421.0437103000004,421.0603974000551,421.54153349995613,421.54156809998676,421.55781919998117,426.5472204000689,"['y', 'x', 's', 's', 'd']","[0.9691937000025064, 1.947605799883604, 2.4369981999043375, 2.657379899872467, 4.823854599846527]","[0.16167569998651743, 0.20799769996665418, 0.16154789994470775, 0.18442249996587634, None]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
77,0,77,0,426.56480380007997,,,,,,,,,426.55002359999344,426.56480380007997,427.0483550999779,427.0484088999219,427.06419810000807,432.0530298000667,"['l', 'n', 's', 'u']","[1.19278319994919, 1.5964981999713928, 1.8907282000873238, 2.122963899979368]","[0.20726069994270802, 0.13911859993822873, 0.20828029979020357, 0.13844370003789663]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
78,0,78,0,432.0699126999825,,,,,,,,,432.05507680005394,432.0699126999825,432.5539621999487,432.55399010004476,432.57028539991006,437.5419854999054,"['m', 'j', 'q', 'n', 'g']","[1.4092011000029743, 1.784690500004217, 2.3605535000097007, 2.711280700052157, 3.322292299941182]","[0.15427919989451766, 0.10879399999976158, 0.2694065000396222, 0.14567769994027913, 0.19341260008513927]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
79,0,79,0,437.55902680009604,,,,,,,,,437.5439991999883,437.55902680009604,438.043292599963,438.0433274998795,438.06000910000876,443.0485723998863,"['l', 'o', 't', 'b', 'n']","[1.3697102000005543, 1.8466662999708205, 2.203733199974522, 2.730285600060597, 2.9872473999857903]","[0.2621526999864727, 0.20421610004268587, 0.24062180006876588, 0.12446169997565448, 0.16830810019746423]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
80,0,80,0,443.06697349995375,,,,,,,,,443.05126000009477,443.06697349995375,443.54889709991403,443.5489354999736,443.5654869999271,448.5557409999892,"['v', 's', 'n', 's', 'g']","[1.1382498000748456, 1.6267224000766873, 2.1104083999525756, 2.427925999974832, 3.1878725001588464]","[0.2611563000828028, 0.21037900005467236, 0.18721060012467206, 0.24973660008981824, 0.07978869997896254]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
81,0,81,0,448.5745751000941,,,,,,,,,448.558540900005,448.5745751000941,449.03970499988645,449.03974279994145,449.05475210002623,454.0442733000964,"['y', 't', 'l', 'l', 'k']","[1.1630427001509815, 1.4398996999952942, 1.7865238999947906, 1.9934226002078503, 2.489908500108868]","[0.14548729988746345, 0.18791229999624193, 0.12515270011499524, 0.141261899843812, 0.15556939993984997]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
82,0,82,0,454.0630304000806,,,,,,,,,454.04708110005595,454.0630304000806,454.545052499976,454.5450997001026,454.56150999991223,459.55017669987865,"['w', 'i', 'u', 'j']","[0.7373945999424905, 0.9996835999190807, 1.217329900013283, 1.4939619000069797]","[0.21755539998412132, 0.16554710012860596, 0.13354109995998442, 0.13846360007300973]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
83,0,83,0,459.56711170007475,,,,,,,,,459.5524689001031,459.56711170007475,460.0505371000618,460.0505629000254,460.0669905000832,465.04001810005866,"['i', 'x', 'w', 'c', 'v']","[2.01594389998354, 2.549161799950525, 3.62838610005565, 4.167309199925512, 4.628663700073957]","[0.1478941000532359, 0.22144820005632937, 0.21046139998361468, 0.2595222000963986, 0.22361079999245703]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
84,0,84,0,465.0590981999412,,,,,,,,,465.0426948000677,465.0590981999412,465.53968590009026,465.53974650008604,465.5567232000176,470.54438539990224,"['m', 'j', 'v', 's']","[1.0804087999276817, 1.5061421999707818, 2.062346799997613, 2.654564999975264]","[0.15347860008478165, 0.12067770003341138, 0.1358541001100093, 0.22129200003109872]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
85,0,85,0,470.5611582000274,,,,,,,,,470.5456989998929,470.5611582000274,471.0466837999411,471.0467201001011,471.0624114999082,476.05203439993784,"['e', 'a', 'l', 's', 's', 's']","[0.9313270999118686, 1.259501500055194, 1.5289246998727322, 1.735825799871236, 2.419156099902466, 2.6848390998784453]","[0.20928009995259345, 0.22800649981945753, 0.18120480002835393, 0.18424320011399686, 0.10823450004681945, 0.21085440018214285]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
86,0,86,0,476.07210019999184,,,,,,,,,476.05559889995493,476.07210019999184,476.55261619994417,476.5526461000554,476.5690993000753,481.54119969997555,"['c', 'f', 'x', 'e']","[1.254770099883899, 2.187944599892944, 3.0323844000231475, 3.5314333999995142]","[0.20759760006330907, 0.2205189000815153, 0.243502700002864, 0.2347510999534279]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
87,0,87,0,481.5599811999127,,,,,,,,,481.54464600002393,481.5599811999127,482.0428772000596,482.04291169997305,482.0579327000305,487.0477380999364,"['f', 't', 'l', 'k', 'd']","[1.3108072001487017, 1.6139993001706898, 1.8244429000187665, 2.2642477999906987, 4.96859970013611]","[0.1743993000127375, 0.184453499969095, 0.21794410003349185, 0.18808190012350678, None]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
88,0,88,0,487.0663564999122,,,,,,,,,487.0505476000253,487.0663564999122,487.5481660000514,487.5482155000791,487.5645685000345,492.55314199998975,"['c', 'g', 'n', 'i']","[1.191667899955064, 1.9726782001089305, 2.2432691999711096, 2.50845510000363]","[0.23320030001923442, 0.20503489999100566, 0.21648399997502565, 0.18794950004667044]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
89,0,89,0,492.5702986000106,,,,,,,,,492.5557953999378,492.5702986000106,493.05359319993295,493.0536507999059,493.07080339989625,498.04259860003367,"['j', 'o', 'w', 'n', 'n']","[0.8022799000609666, 1.1385526000522077, 1.4423996000550687, 1.8373159000184387, 3.2796066999435425]","[0.23705019988119602, 0.23688109987415373, 0.28546019992791116, 0.16150610009208322, 0.13546620006673038]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
90,0,90,0,498.0628515998833,,,,,,,,,498.04555949987844,498.0628515998833,498.5436690999195,498.5437117998954,498.5593995000236,503.54832140007056,"['u', 'm', 'g', 'z', 'd']","[1.3855775999836624, 1.9909604000858963, 2.3349327000323683, 3.0369637000840157, 4.900339700048789]","[0.148308000061661, 0.15486949984915555, 0.20729639986529946, 0.22640729998238385, None]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
91,0,91,0,503.56567730009556,,,,,,,,,503.55113349994645,503.56567730009556,504.04908080003224,504.0491194999777,504.0661134000402,509.054745499976,"['o', 'x', 'y', 'l', 't']","[0.9752751998603344, 2.364745300030336, 2.9455190000589937, 3.2135916999541223, 3.608522600028664]","[0.19477479998022318, 0.24652419984340668, 0.17205599998123944, 0.273550899932161, 0.22701669996604323]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
92,0,92,0,509.07564350008033,,,,,,,,,509.0577086000703,509.07564350008033,509.55519580002874,509.5552624000702,509.5720999999903,514.5442852999549,"['a', 'i', 'e', 'o']","[1.5812724002171308, 2.1855449001304805, 2.4852548001799732, 2.987729800166562]","[0.22008909983560443, 0.14862279989756644, 0.22300129989162087, 0.20228409999981523]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
93,0,93,0,514.5631258001085,,,,,,,,,514.5481368999463,514.5631258001085,515.0444465000182,515.0444841000717,515.0620534999762,520.0499172999989,"['k', 'e', 'p', 'q']","[1.3972467998974025, 1.8619917000178248, 2.08208670001477, 2.352395399939269]","[0.14734290004707873, 0.2529976998921484, 0.23157420009374619, 0.251373500097543]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
94,0,94,0,520.0673601001035,,,,,,,,,520.0529350999277,520.0673601001035,520.5514446001034,520.551499000052,520.5668389999773,525.5393228998873,"['q', 'v', 'w', 's']","[1.6956511000171304, 3.0039444998838007, 3.81644339999184, 4.2282120999880135]","[0.25366919999942183, 0.2258866000920534, 0.21990970009937882, 0.23034480004571378]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
95,0,95,0,525.5586570000742,,,,,,,,,525.5424794999417,525.5586570000742,526.0401510000229,526.0402063999791,526.0570261999965,531.0459267999977,"['y', 'w', 'u', 'd', 'e']","[1.1226145001128316, 1.6399163999594748, 2.2082674000412226, 2.4481220999732614, 4.1897919999901205]","[0.1646066999528557, 0.18083339999429882, 0.20754670002497733, 0.26997840008698404, 0.22775790002197027]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
96,0,96,0,531.065214500064,,,,,,,,,531.0493336999789,531.065214500064,531.5475717999507,531.5476086998824,531.5629805999342,536.5520866999868,"['r', 'f', 'h', 'l']","[1.3069821000099182, 1.935354599962011, 2.1721703000366688, 2.382044800091535]","[0.21430100011639297, 0.1978756000753492, 0.16518100001849234, 0.2104998999275267]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
97,0,97,0,536.5686047999188,,,,,,,,,536.5543676998932,536.5686047999188,537.0516872999724,537.0517384000123,537.0683460000437,542.0417017999571,"['w', 'w', 'd', 't']","[1.0337772998027503, 1.2424041000194848, 1.5494936998002231, 1.9599440998863429]","[0.12689910014159977, 0.1673700998071581, 0.24069220013916492, 0.22105440008454025]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
98,0,98,0,542.0619029998779,,,,,,,,,542.0450679999776,542.0619029998779,542.5413466000464,542.5413981000893,542.5584454000928,547.5465152000543,"['k', 'e', 'g', 'h', 'm']","[1.4224906999152154, 2.168840799946338, 2.541074800072238, 2.8408755999989808, 3.209357700077817]","[0.14484740002080798, 0.21416199998930097, 0.2370537999086082, 0.12493530008941889, 0.15225209994241595]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
99,0,99,0,547.5639651999809,,,,,,,,,547.550276099937,547.5639651999809,548.0476750999223,548.0477169000078,548.0639835000038,553.0529791999143,"['j', 'p', 'm', 'a']","[1.3854823000729084, 1.685689999954775, 2.14739240007475, 2.4135163000319153]","[0.2803702999372035, 0.22043320001102984, 0.17109539988450706, 0.2265449999831617]",,076667,001,2024-11-17_13h51.34.282,WholeReportMethod,2024.1.5,None,2024-11-17 13h51.40.356009 +0530,
