trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp.started,introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,letter_grid.started,trial.stopped,response_routine.started,response.started,response_routine.stopped,response.keys,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
20,0,20,0,135.15325709991157,,,,,,,,,135.13802800001577,135.15325709991157,135.63656519982032,135.63659519981593,135.65239119995385,140.64216029993258,"['a', 'e', 'z', 'q']","[1.4968691000249237, 1.7929408999625593, 2.6905839999672025, 3.1306918000336736]","[0.12831280007958412, 0.1158058000728488, 0.11218080017715693, 0.13499250006861985]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
21,0,21,0,140.657279699808,,,,,,,,,140.64455419988371,140.657279699808,141.14231659984216,141.1423503998667,141.15870019979775,146.13104629982263,"['b', 'd', 'k', 'w']","[2.8057977000717074, 3.3532499000430107, 3.9622271000407636, 4.632610500091687]","[0.12156999995931983, 0.1445484000723809, 0.10077119991183281, 0.08567039994522929]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
22,0,22,0,146.14824459981173,,,,,,,,,146.13384779985063,146.14824459981173,146.63148440001532,146.63152029993944,146.6480700999964,151.63678139983676,"['b', 'f', 'b', 'k']","[2.3436400000937283, 2.7652883001137525, 3.092081000097096, 3.858772700186819]","[0.12003370001912117, 0.11704779998399317, 0.1346716999541968, 0.10389869986101985]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
23,0,23,0,151.65468969987705,,,,,,,,,151.64007299998775,151.65468969987705,152.1375724999234,152.13761269999668,152.15373759996146,157.1265318999067,"['r', 'v', 'k', 'j']","[1.575627500191331, 2.0603713002055883, 2.903524100081995, 3.251442400040105]","[0.09794819983653724, 0.10428879992105067, 0.10735250008292496, 0.09952890011481941]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
24,0,24,0,157.14459739997983,,,,,,,,,157.12897099996917,157.14459739997983,157.62686889991164,157.62691319989972,157.64334479998797,162.63250259985216,"['c', 'q', 'c', 'd']","[1.9622476999647915, 2.5271171999629587, 2.958731999853626, 3.8204675999004394]","[0.11603690008632839, 0.13725359993986785, 0.12250150018371642, 0.13964530010707676]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
25,0,25,0,162.64829299994744,,,,,,,,,162.63471059990115,162.64829299994744,163.13280479982495,163.1328424999956,163.1491592999082,168.13822830002755,"['n', 'n', 'z', 'c']","[1.8681591001804918, 2.1778941000811756, 2.6549741001799703, 3.0994704000186175]","[0.1078579998575151, 0.10228800005279481, 0.12862069997936487, 0.11530870012938976]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
26,0,26,0,168.15548589988612,,,,,,,,,168.14066789997742,168.15548589988612,168.63933429983445,168.6394078999292,168.6555816999171,173.62757029989734,"['r', 's', 'u', 'n']","[1.4822802999988198, 1.8616129998117685, 2.2900008999276906, 2.711418999824673]","[0.11273459997028112, 0.1464457002002746, 0.10222429991699755, 0.09566680015996099]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
27,0,27,0,173.64561959984712,,,,,,,,,173.63035240001045,173.64561959984712,174.1283139998559,174.12837389996275,174.14476759987883,179.13401829986833,"['y', 'w', 's', 's']","[2.110171200009063, 2.6450181000400335, 3.044976099859923, 3.3880987998563796]","[0.1148760998621583, 0.11276429984718561, 0.10504120006226003, 0.11261830013245344]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
28,0,28,0,179.14983909996226,,,,,,,,,179.13689069985412,179.14983909996226,179.63458029995672,179.6346189000178,179.6507700998336,184.6400893998798,"['q', 'n', 'u']","[1.5614399001933634, 2.087491200072691, 2.6525715000461787]","[0.1495916999410838, 0.09767109993845224, 0.11136740003712475]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
29,0,29,0,184.65748499985784,,,,,,,,,184.6429430998396,184.65748499985784,185.1405030998867,185.1405489000026,185.15703019988723,190.1295630999375,"['v', 'a', 'n', 'z']","[2.3330675000324845, 2.698886200087145, 3.2768683000467718, 3.9890080001205206]","[0.11540530016645789, 0.15448280004784465, 0.11052149999886751, 0.15981259988620877]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
30,0,30,0,190.1492498998996,,,,,,,,,190.13432569988072,190.1492498998996,190.62975099985488,190.6297877000179,190.64598389994353,195.63528449996375,"['m', 'j', 'c', 'z']","[1.982078499859199, 2.3311240999028087, 2.8988399000372738, 3.494692699983716]","[0.10003029997460544, 0.12490870011970401, 0.10247499984689057, 0.14207890001125634]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
31,0,31,0,195.6522696998436,,,,,,,,,195.63854409987107,195.6522696998436,196.13621479994617,196.13626689999364,196.15355889988132,201.14125559991226,"['h', 'y', 'q']","[2.26831840001978, 3.6006219999399036, 4.332751999842003]","[0.11828649998642504, 0.1213487999048084, 0.17492480017244816]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
32,0,32,0,201.15933860000223,,,,,,,,,201.1440263998229,201.15933860000223,201.6417312999256,201.6418083999306,201.65831169998273,206.6305759998504,"['t', 'l', 'y', 'f']","[2.2247085999697447, 2.817102300003171, 4.081645299913362, 4.504164000041783]","[0.09554539993405342, 0.1027492000721395, 0.10129200015217066, 0.10162499989382923]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
33,0,33,0,206.64875069982372,,,,,,,,,206.63323679985479,206.64875069982372,207.13124629994854,207.13127749995328,207.14754599984735,212.13686540001072,"['j', 'y', 'u', 'k']","[1.7200174999888986, 2.4222150000277907, 3.234611500054598, 4.719539199955761]","[0.11240540002472699, 0.11767289997078478, 0.11213620007038116, 0.0922825001180172]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
34,0,34,0,212.15444709989242,,,,,,,,,212.13994689984247,212.15444709989242,212.63745099981315,212.63748359982856,212.65410269983113,217.64297779998742,"['x', 'j']","[2.0724023999646306, 2.8627476000692695]","[0.10805130004882812, 0.11330530000850558]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
35,0,35,0,217.66150229983032,,,,,,,,,217.64574059983715,217.66150229983032,218.12678939988837,218.12681739986874,218.14294229983352,223.1323557998985,"['q', 'o', 'o', 'm']","[1.7025965000502765, 2.4056331999599934, 2.6192465000785887, 2.9664119000080973]","[0.14237109990790486, 0.09398110001347959, 0.08898769994266331, 0.11511850007809699]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
36,0,36,0,223.15015629981644,,,,,,,,,223.13503519981168,223.15015629981644,223.63293659989722,223.63297439995222,223.64984009996988,228.63817909988575,"['c', 'p', 'h', 'o']","[1.921413900097832, 2.3750899001024663, 2.865072099957615, 3.2739897000137717]","[0.13161109993234277, 0.11388989980332553, 0.12210829998366535, 0.12371800001710653]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
37,0,37,0,228.65557549986988,,,,,,,,,228.64144229982048,228.65557549986988,229.13907309994102,229.1391307997983,229.1556102000177,234.12704169983044,"['b', 'f', 'w', 'n']","[1.9823274998925626, 2.809005199931562, 3.3605806999839842, 4.054823599988595]","[0.11885299999266863, 0.10421020002104342, 0.1340276999399066, 0.12154739978723228]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
38,0,38,0,234.14366870000958,,,,,,,,,234.12821919983253,234.14366870000958,234.62821599980816,234.62825259985402,234.64492669980973,239.63472169986926,"['z', 'y', 'a', 'e']","[1.5646624001674354, 2.0985650001093745, 2.560289300046861, 2.930202899966389]","[0.14932069997303188, 0.10873680002987385, 0.13780119991861284, 0.12428440013900399]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
39,0,39,0,239.64935199986212,,,,,,,,,239.63779289997183,239.64935199986212,240.13451069989242,240.1345474999398,240.15077329985797,245.14004999981262,"['l', 'c', 'c', 'd']","[1.4518810999579728, 2.1036986000835896, 2.323141099885106, 2.678329800022766]","[0.10619770013727248, 0.11220309999771416, 0.10984390019439161, 0.12956649996340275]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
40,0,40,0,245.15757249994203,,,,,,,,,245.14275339990854,245.15757249994203,245.6406986999791,245.64072899986058,245.65678739990108,250.63034379994497,"['k', 'd', 't', 'd']","[2.173649000003934, 2.6457055998034775, 3.390247699804604, 3.631377700017765]","[0.12521109986118972, 0.16125670005567372, 0.12697960017248988, 0.13721189997158945]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
41,0,41,0,250.64670679997653,,,,,,,,,250.6347614999395,250.64670679997653,251.13000899995677,251.1300480000209,251.146614999976,256.13482419983484,"['c', 'i', 'v', 'r']","[1.5066888998262584, 2.269492299994454, 2.95873159985058, 3.9747109999880195]","[0.11641870019957423, 0.11537559982389212, 0.11272850004024804, 0.12749350001104176]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
42,0,42,0,256.15106629999354,,,,,,,,,256.13623799989,256.15106629999354,256.6359975999221,256.636069299886,256.6523511998821,261.64195369998924,"['v', 'e', 'q', 'n']","[2.6925703999586403, 3.2056330998893827, 4.274154999991879, 4.80849269987084]","[0.12515440001152456, 0.18244440015405416, 0.18053979985415936, 0.08215490006841719]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
43,0,43,0,261.6588039000053,,,,,,,,,261.64587210002355,261.6588039000053,262.1421992999967,262.1422381999437,262.15943429991603,267.1307068997994,"['r', 'e', 'x']","[1.8759920001029968, 3.142093500122428, 3.6621271001640707]","[0.10541289998218417, 0.1306777000427246, 0.0989965999033302]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
44,0,44,0,267.1486143998336,,,,,,,,,267.1334356998559,267.1486143998336,267.6312204999849,267.6312585999258,267.64769689994864,272.636792199919,"['y', 'v', 'r']","[1.7098777999635786, 2.2816532000433654, 2.7417420998681337]","[0.11804559989832342, 0.11484529986046255, 0.10579850012436509]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
45,0,45,0,272.65475149988197,,,,,,,,,272.6393822999671,272.65475149988197,273.1388572999276,273.1388785999734,273.1533329000231,278.14291219995357,"['d', 'r', 'x', 'f']","[2.0763417000416666, 2.400082000065595, 3.1717402001377195, 4.036074100062251]","[0.11398350005038083, 0.12931070011109114, 0.11279090004973114, 0.11585270008072257]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
46,0,46,0,278.16068339999765,,,,,,,,,278.14567469991744,278.16068339999765,278.64343359996565,278.64346099994145,278.66007069987245,283.63326719985344,"['n', 'y', 'u', 'g']","[1.7355717001482844, 2.108451200183481, 2.8523892001248896, 3.3474309002049267]","[0.11351429997012019, 0.1200955999083817, 0.11204879987053573, 0.10079009993933141]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
47,0,47,0,283.6526740998961,,,,,,,,,283.6382674998604,283.6526740998961,284.1328732999973,284.1329125999473,284.15028589987196,289.13847559993155,['g'],[2.67579699982889],[0.11872100015170872],873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
48,0,48,0,289.1571181998588,,,,,,,,,289.1410158998333,289.1571181998588,289.63889159983955,289.63899699994363,289.6554957998451,294.6277017998509,"['c', 'y']","[0.23436130001209676, 0.7296605999581516]","[0.09547779988497496, 0.1100992001593113]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
49,0,49,0,294.647417599801,,,,,,,,,294.630793399876,294.647417599801,295.12822409998626,295.1282663999591,295.1449479998555,300.13350049988367,"['e', 'r', 'x', 'r']","[2.0478897001594305, 2.8057368001900613, 3.3663320001214743, 3.6785506000742316]","[0.11743390001356602, 0.10830419999547303, 0.09625489986501634, 0.10826299991458654]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
50,0,50,0,300.15068899979815,,,,,,,,,300.13566349982284,300.15068899979815,300.6344530999195,300.6344788998831,300.65076150000095,305.64015110000037,"['j', 'b']","[3.4880593998823315, 4.168055400019512]","[0.10919480002485216, 0.12468479992821813]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
51,0,51,0,305.65717579983175,,,,,,,,,305.6426158999093,305.65717579983175,306.14066649996676,306.1407064998057,306.15697609982453,311.1291190998163,"['c', 'j']","[0.07636189996264875, 1.5849415000993758]","[0.15474219992756844, 0.09568699984811246]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
52,0,52,0,311.14658509986475,,,,,,,,,311.1318874999415,311.14658509986475,311.6296588999685,311.6297162999399,311.6461794998031,316.63544179988094,"['d', 'a', 'g', 't']","[1.8362728001084179, 2.206667800201103, 2.5606239000335336, 3.059944499982521]","[0.09203019994311035, 0.1367489998228848, 0.10275009996257722, 0.11656110011972487]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
53,0,53,0,316.65123749990016,,,,,,,,,316.6379376000259,316.65123749990016,317.1359269998502,317.13595929997973,317.1521562000271,322.1411822999362,"['j', 'e', 'e', 's']","[1.5998648998793215, 2.070969499880448, 2.295410400023684, 2.687688099918887]","[0.11583240004256368, 0.1023725001141429, 0.10801990004256368, 0.09608180006034672]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
54,0,54,0,322.15849249996245,,,,,,,,,322.14388809981756,322.15849249996245,322.6426963999402,322.6427338998765,322.658516400028,327.6307428998407,"['o', 'n', 'f', 's']","[1.4088973000179976, 1.8870154998730868, 3.8262527999468148, 4.137545400066301]","[0.10827560001052916, 0.11685740016400814, 0.1294501000083983, 0.10573359997943044]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
55,0,55,0,327.6480627998244,,,,,,,,,327.63316039997153,327.6480627998244,328.13145560002886,328.131496099988,328.14814479998313,333.1370120998472,"['d', 'l', 'c', 'a']","[1.401746799936518, 1.7655734999570996, 2.5284444999415427, 2.737229800084606]","[0.1417503000702709, 0.11564460000954568, 0.11508240015245974, 0.13397639989852905]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
56,0,56,0,333.1547218998894,,,,,,,,,333.1397214999888,333.1547218998894,333.637747899862,333.63781540002674,333.6544372998178,338.6267540999688,"['q', 'n', 't', 'q']","[1.5483937000390142, 2.0028675000648946, 2.5693131000734866, 3.2836263000499457]","[0.16514259995892644, 0.11622709990479052, 0.11552429990842938, 0.14746949984692037]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
57,0,57,0,338.64410649985075,,,,,,,,,338.62937159999274,338.64410649985075,339.12705819983967,339.1271062998567,339.1431932998821,344.1327607999556,"['d', 't', 'z', 'y']","[1.4460422999691218, 1.9248201998416334, 2.5550100000109524, 3.018120399909094]","[0.11161809996701777, 0.11658970010466874, 0.14448449993506074, 0.1019989000633359]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
58,0,58,0,344.1488428998273,,,,,,,,,344.13577779987827,344.1488428998273,344.6329034999944,344.6329314999748,344.6493398998864,349.6384027998429,"['q', 'n', 'x', 't']","[1.6102324000094086, 2.1888309000059962, 2.8674429999664426, 3.5705556999891996]","[0.16829389985650778, 0.11544739990495145, 0.1359423000831157, 0.10270130005665123]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
59,0,59,0,349.6558905998245,,,,,,,,,349.6415454999078,349.6558905998245,350.1381908999756,350.1382108000107,350.1548488999251,355.1279638998676,"['s', 'i', 'o', 'r']","[1.5039552999660373, 2.132879799930379, 2.3582448998931795, 3.265466299839318]","[0.0985625998582691, 0.09542910009622574, 0.09253940009512007, 0.0983432000502944]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
60,0,60,0,355.14600709988736,,,,,,,,,355.1307258999441,355.14600709988736,355.62835829984397,355.6284060999751,355.6456889999099,360.63365549989976,"['y', 'd', 't', 'n']","[1.8080893999431282, 2.4415398000273854, 2.980782700004056, 3.737276199972257]","[0.12303810007870197, 0.10765609983354807, 0.1048862999305129, 0.12175869988277555]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
