trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp.started,introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,letter_grid.started,trial.stopped,response_routine.started,response.started,response_routine.stopped,response.keys,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
61,0,61,0,360.6512950998731,,,,,,,,,360.636523099849,360.6512950998731,361.1356716998853,361.1357094999403,361.15101009979844,366.1395695998799,"['l', 'g', 'w', 'n']","[2.2825681001413614, 2.8821068999823183, 3.3170223000925034, 3.798327299999073]","[0.11537929996848106, 0.10953869996592402, 0.1357022998854518, 0.10545339994132519]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
62,0,62,0,366.1571008998435,,,,,,,,,366.1422093999572,366.1571008998435,366.6414641998708,366.6414929998573,366.65726379980333,371.6293397999834,"['k', 'v', 'i', 'p']","[2.386671699816361, 2.8196738997939974, 3.182236799970269, 3.86728149978444]","[0.10913970018737018, 0.09221820021048188, 0.08508239989168942, 0.1147620000410825]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
63,0,63,0,371.6468477000017,,,,,,,,,371.6318610999733,371.6468477000017,372.12985119991936,372.12988819996826,372.14751419983804,377.13427179981954,"['c', 'g', 'k', 'd']","[2.5510718000587076, 2.99692240008153, 3.746915499912575, 4.354522499954328]","[0.1381887998431921, 0.09276629984378815, 0.11749700014479458, 0.11209150007925928]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
64,0,64,0,377.1512788999826,,,,,,,,,377.13578689983115,377.1512788999826,377.6358304999303,377.63588840002194,377.6525646999944,382.6412127998192,"['q', 'm', 'w']","[1.380382599774748, 2.241408000001684, 3.1098990999162197]","[0.20114540006034076, 0.11280419980175793, 0.13835989986546338]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
65,0,65,0,382.6590344000142,,,,,,,,,382.6438258998096,382.6590344000142,383.1421655998565,383.1421959998552,383.15863109985366,388.13067919993773,"['g', 'i', 'l', 'c']","[1.5832791000138968, 1.9920397999230772, 2.345473299967125, 2.825715299928561]","[0.09879399999044836, 0.11412749998271465, 0.10865429998375475, 0.10171160008758307]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
66,0,66,0,388.14921039994806,,,,,,,,,388.1334439998027,388.14921039994806,388.63180099986494,388.6318398998119,388.64821769995615,393.63693329994567,"['u', 's', 'v', 'p']","[1.3980532002169639, 1.8993491001892835, 2.209090800024569, 2.7771619001869112]","[0.10655179992318153, 0.1554397998843342, 0.10505190002731979, 0.1057867999188602]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
67,0,67,0,393.6547979998868,,,,,,,,,393.6399715000298,393.6547979998868,394.1374663999304,394.1375012998469,394.15387609996833,399.1431671997998,"['m', 'q', 'w']","[1.5512516999151558, 3.0791903999634087, 3.6165738999843597]","[0.11787550011649728, 0.18107000016607344, 0.15474179992452264]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
68,0,68,0,399.16015549981967,,,,,,,,,399.14642699994147,399.16015549981967,399.6269131000154,399.6269714999944,399.6435467998963,404.63194769993424,"['k', 'y', 'a', 'j']","[1.8251686000730842, 2.2358323000371456, 2.6764605999924242, 3.152843500021845]","[0.10787829989567399, 0.10224159993231297, 0.13564469991251826, 0.10248799994587898]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
69,0,69,0,404.6500607000198,,,,,,,,,404.6345516999718,404.6500607000198,405.13312439993024,405.13316039997153,405.14947579987347,410.13947950000875,"['y', 'a', 'f', 'u']","[1.8420947999693453, 2.2204847999382764, 4.015533299883828, 4.510072899982333]","[0.12070189998485148, 0.1552482999395579, 0.08829250000417233, 0.07348919985815883]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
70,0,70,0,410.1566687999293,,,,,,,,,410.14268559985794,410.1566687999293,410.6382513998542,410.63827280001715,410.6554625998251,415.62784529989585,"['l', 'u', 'x', 'x']","[1.5083425000775605, 1.8552695999387652, 2.667859199922532, 3.0838453001342714]","[0.08692539995536208, 0.10532040009275079, 0.10926160006783903, 0.11840809998102486]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
71,0,71,0,415.6464658000041,,,,,,,,,415.6306360999588,415.6464658000041,416.12829159991816,416.12832659995183,416.1455979999155,421.1338992998935,"['h', 'j', 't', 'i']","[1.474004000192508, 2.3175755001138896, 2.7045968000311404, 3.148111700080335]","[0.10313069983385503, 0.11220790003426373, 0.07038339995779097, 0.09589520003646612]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
72,0,72,0,421.15171539993025,,,,,,,,,421.13667789986357,421.15171539993025,421.63482879986987,421.6348863998428,421.650840499904,426.63987239985727,"['z', 'g']","[2.8499290999025106, 4.7811763000208884]","[0.14461599988862872, 0.11536329984664917]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
73,0,73,0,426.65711969998665,,,,,,,,,426.64259709999897,426.65711969998665,427.1404728998896,427.1405750999693,427.15666659991257,432.12919200002216,"['m', 'l']","[0.22738020005635917, 1.117601100122556]","[0.0926592000760138, 0.08912519994191825]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
74,0,74,0,432.1462460998446,,,,,,,,,432.1326001000125,432.1462460998446,432.6303552999161,432.630406799959,432.6464014998637,437.63521899981424,"['t', 'e', 'f', 'c']","[1.8443870998453349, 2.2459529999177903, 2.6016384998802096, 3.265679699834436]","[0.11123640020377934, 0.12248670007102191, 0.11521980003453791, 0.0961513000074774]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
75,0,75,0,437.65315469983034,,,,,,,,,437.6380922999233,437.65315469983034,438.1362275998108,438.13629249995574,438.1523996000178,443.1413335998077,"['f', 'n', 'p', 'a']","[1.393089900026098, 1.9060961999930441, 2.519776999950409, 2.911954800132662]","[0.08847449999302626, 0.09550540009513497, 0.09828849998302758, 0.10325889987871051]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
76,0,76,0,443.1597276998218,,,,,,,,,443.1446910998784,443.1597276998218,443.6420067998115,443.6420491999015,443.65842699981295,448.63074589986354,"['m', 'j', 'f']","[2.521718099946156, 3.9561908000614494, 4.472614800091833]","[0.11230959999375045, 0.12900389987044036, 0.09073659987188876]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
77,0,77,0,448.64860940002836,,,,,,,,,448.63352689985186,448.64860940002836,449.1316721998155,449.1317102999892,449.1484139999375,454.13661099993624,['v'],[0.16775829996913671],[0.11587070021778345],873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
78,0,78,0,454.1547536000144,,,,,,,,,454.13943209988065,454.1547536000144,454.63770539988764,454.6377607998438,454.6538803000003,459.6428098999895,"['m', 'q', 'u', 'k']","[1.4390947001520544, 2.0532965001184493, 2.683657400077209, 3.353028899990022]","[0.10116779990494251, 0.11232079984620214, 0.08193830004893243, 0.0938668001908809]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
79,0,79,0,459.65979749988765,,,,,,,,,459.64521240000613,459.65979749988765,460.14317689999007,460.14322560001165,460.16108649992384,465.1322937000077,"['z', 'y', 'r', 'g']","[2.0272302001249045, 2.553317000158131, 4.022769000148401, 4.421459200093523]","[0.16864540008828044, 0.09600030002184212, 0.08226419985294342, 0.08568060002289712]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
80,0,80,0,465.15102200000547,,,,,,,,,465.1351544999052,465.15102200000547,465.6331982999109,465.63322939979844,465.6495360999834,470.6383014000021,"['q', 'm', 'e', 'y']","[1.7532847998663783, 2.1643605998251587, 2.902355699799955, 3.538232599850744]","[0.1322002001106739, 0.11619990016333759, 0.09154639998450875, 0.10959120001643896]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
81,0,81,0,470.65484029985964,,,,,,,,,470.64172840001993,470.65484029985964,471.13898349995725,471.1390296998434,471.15565939992666,476.1279320998583,"['i', 'x', 'o']","[2.2148535999003798, 4.007669399958104, 4.3031087999697775]","[0.10468370001763105, 0.14109340007416904, 0.10550609999336302]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
82,0,82,0,476.1458338999655,,,,,,,,,476.1308716000058,476.1458338999655,476.62878829985857,476.62881919997744,476.6448119999841,481.6343449000269,"['g', 'a', 'p']","[2.229524499969557, 2.6240592999383807, 3.283264300087467]","[0.11231630016118288, 0.12146340007893741, 0.1055139999371022]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
83,0,83,0,481.6521542998962,,,,,,,,,481.63704179995693,481.6521542998962,482.135788399959,482.13583399984054,482.15089339995757,487.1402229999658,"['n', 'i', 'c', 'o']","[1.2706745001487434, 1.6240761999506503, 2.1285470000002533, 2.6054688000585884]","[0.10899749980308115, 0.10450870008207858, 0.10405259998515248, 0.1326262999791652]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
84,0,84,0,487.1591287998017,,,,,,,,,487.1431811999064,487.1591287998017,487.64156449981965,487.641599399969,487.6574058998376,492.62949520000257,"['x', 'g', 'i']","[1.5882782000117004, 2.2635711000766605, 3.083757500164211]","[0.1222399000544101, 0.11176689993590117, 0.10906960000284016]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
85,0,85,0,492.6503498998936,,,,,,,,,492.63403579988517,492.6503498998936,493.13026459980756,493.13033610000275,493.14644559985027,498.1350988999475,"['k', 'v', 'n', 'g']","[2.059974299976602, 2.795591800007969, 3.3847066999878734, 4.1421106001362205]","[0.10486120008863509, 0.07560959993861616, 0.10917220008559525, 0.0899782998021692]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
86,0,86,0,498.1524057998322,,,,,,,,,498.1378458000254,498.1524057998322,498.63720369990915,498.6372428999748,498.65196009981446,503.6412847000174,"['v', 't', 'v', 'o']","[1.1581729999743402, 2.191748100100085, 2.8368653000798076, 3.2400875999592245]","[0.111106300028041, 0.12234189989976585, 0.09273319994099438, 0.09464370016939938]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
87,0,87,0,503.65893159992993,,,,,,,,,503.6444085999392,503.65893159992993,504.1414350999985,504.1414697000291,504.15787819982506,509.13046190002933,"['q', 'i', 't', 'd']","[1.428196899825707, 1.9527222998440266, 2.6438225000165403, 3.1004226999357343]","[0.14731350005604327, 0.1251577001530677, 0.10753279994241893, 0.12771030003204942]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
88,0,88,0,509.1481211998034,,,,,,,,,509.13308499986306,509.1481211998034,509.63242009980604,509.6324640000239,509.6477108998224,514.6365236998536,"['p', 'g', 'n', 'z']","[1.6354737000074238, 2.1286455001682043, 2.713018300011754, 3.573807100066915]","[0.12192300008609891, 0.12073199986480176, 0.13087550015188754, 0.12164889997802675]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
89,0,89,0,514.6541623999365,,,,,,,,,514.6394571999554,514.6541623999365,515.1373446998186,515.1375411998015,515.1539008999243,520.126446899958,"['k', 'd', 'q', 's']","[2.093242699978873, 2.520298299845308, 3.161168299848214, 3.781015499960631]","[0.11884599993936718, 0.13816360011696815, 0.13310740003362298, 0.12011260003782809]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
90,0,90,0,520.1448815998156,,,,,,,,,520.1294605999719,520.1448815998156,520.6273190998472,520.627358000027,520.6441411999986,525.6325523999985,"['s', 'g', 'y', 'u']","[1.8231349000707269, 2.445803500013426, 3.200197300175205, 3.646176300011575]","[0.15479420009069145, 0.10611950000748038, 0.10597139992751181, 0.11828269995748997]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
91,0,91,0,525.6492165999953,,,,,,,,,525.6353378000204,525.6492165999953,526.1330911000259,526.1331263999455,526.1495628999546,531.1374046998098,"['s', 'a', 'g', 'i']","[1.429660800145939, 1.7707901999820024, 2.4268662999384105, 2.862865600036457]","[0.09757569991052151, 0.13483950006775558, 0.09211900015361607, 0.11474850005470216]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
92,0,92,0,531.1540627998766,,,,,,,,,531.1392880999483,531.1540627998766,531.6389913000166,531.639038000023,531.6554876000155,536.6277871998027,"['d', 'y', 'h', 'c']","[1.7008142999839038, 2.6126667000353336, 3.2160237999632955, 3.9215563000179827]","[0.09868700010702014, 0.11836580000817776, 0.099663499975577, 0.10950089991092682]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
93,0,93,0,536.6453077998012,,,,,,,,,536.6305692999158,536.6453077998012,537.1286094998941,537.1286476999521,537.1449207998812,542.1338197998703,"['a', 'd', 'k', 'y']","[1.8048155000433326, 2.16137530002743, 3.2202216999139637, 3.6594775000121444]","[0.15522799990139902, 0.09200619999319315, 0.09600219991989434, 0.10586969996802509]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
94,0,94,0,542.1520867999643,,,,,,,,,542.1365352999419,542.1520867999643,542.6346658000257,542.6347033998463,542.65117369988,547.6401878998149,"['t', 'a', 'm', 'z']","[1.7618656000122428, 2.0810739998705685, 2.5301073000300676, 3.1028360999189317]","[0.09252840001136065, 0.16378340008668602, 0.10061670001596212, 0.12603539996780455]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
95,0,95,0,547.6576894000173,,,,,,,,,547.643042099895,547.6576894000173,548.1401279999409,548.1401537999045,548.155961799901,553.1292758998461,"['d', 'l', 'f', 's']","[2.059633299941197, 2.732215200085193, 3.205066000111401, 3.557069499976933]","[0.09812680003233254, 0.10214989981614053, 0.09962120000272989, 0.08845799998380244]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
96,0,96,0,553.1472783999052,,,,,,,,,553.1321381998714,553.1472783999052,553.6301938998513,553.6302318999078,553.6464960998856,558.6356905000284,"['x', 'r', 'x', 'f']","[1.777870399877429, 2.4201505999080837, 2.88178849988617, 4.8390297999139875]","[0.11111570009961724, 0.11726210010237992, 0.14645260013639927, 0.09384929994121194]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
97,0,97,0,558.6530561998952,,,,,,,,,558.6386747998185,558.6530561998952,559.1364976998884,559.1365205999464,559.1523939999752,564.1415169998072,"['c', 'k']","[2.3848180000204593, 3.083612499991432]","[0.09573060018010437, 0.10998260020278394]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
98,0,98,0,564.1590605999809,,,,,,,,,564.1443816998508,564.1590605999809,564.6419524999801,564.6419989999849,564.6583467000164,569.6306545999832,"['k', 'd', 't', 'o']","[1.9648297999519855, 2.4408035001251847, 2.868734800023958, 3.4341476000845432]","[0.11140609998255968, 0.16845809994265437, 0.09695559996180236, 0.1103783999569714]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
99,0,99,0,569.6488993000239,,,,,,,,,569.6336590999272,569.6488993000239,570.1311835998204,570.1313597999979,570.14754549996,575.1376787999179,"['e', 'u', 'u', 'm']","[1.3804494999349117, 2.305608000140637, 2.6269288000185043, 3.1601726999506354]","[0.12879220000468194, 0.12819199985824525, 0.10898709995672107, 0.11542040016502142]",873911,001,2024-11-18_09h49.14.957,WholeReportMethod,2024.1.5,None,2024-11-18 09h49.21.717233 +0530,
