trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp.started,introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,letter_grid.started,trial.stopped,response_routine.started,response.started,response_routine.stopped,response.keys,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,0,62.94088210002519,,,,,,,,,62.92558020004071,62.94088210002519,63.424707900034264,63.42473160009831,63.440839499933645,68.41366189997643,"['h', 'e', 'q', 'l']","[1.879385899985209, 2.2575156001839787, 2.8262495000381023, 3.7262852999847382]","[0.1806250000372529, 0.2508204998448491, 0.20691710012033582, 0.2440612001810223]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
10,0,10,0,68.43015830009244,,,,,,,,,68.41589540010318,68.43015830009244,68.91410779999569,68.91413739998825,68.93006279994734,73.9192588001024,"['a', 'v', 'm', 'n']","[1.8041465999558568, 2.103883799863979, 2.361464799847454, 2.6501863000448793]","[0.21912720007821918, 0.18388440017588437, 0.18859020015224814, 0.1483214998152107]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
11,0,11,0,73.93605930008925,,,,,,,,,73.9205255000852,73.93605930008925,74.42096909997053,74.420996400062,74.43673900002614,79.42573609994724,"['o', 'j', 'q', 'o']","[1.0338455999735743, 1.7128435999620706, 2.7149302000179887, 3.161997300107032]","[0.18738989997655153, 0.1774096000008285, 0.1908633999992162, 0.24470849987119436]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
12,0,12,0,79.44246200006455,,,,,,,,,79.42825009999797,79.44246200006455,79.92587530007586,79.92589420010336,79.94291050010361,84.915031200042,"['p', 'x', 'g', 'i']","[1.046962199965492, 1.795353899942711, 2.7596817000303417, 3.0414620998781174]","[0.223511700052768, 0.22054279991425574, 0.19860120001249015, 0.15794810000807047]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
13,0,13,0,84.93167870002799,,,,,,,,,84.91634260001592,84.93167870002799,85.41500660008751,85.41502730012871,85.43213460012339,90.4208937000949,"['y', 'o', 'j', 'd']","[1.1825957000255585, 1.479443000163883, 2.3073546001687646, 2.5717436000704765]","[0.2024801999796182, 0.3353315000422299, 0.2006275998428464, 0.1958711000625044]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
14,0,14,0,90.4381643999368,,,,,,,,,90.42323690000921,90.4381643999368,90.92337580001913,90.92341200006194,90.93856310006231,95.92791750002652,"['l', 'm', 'r', 's', 'e']","[1.2667326000519097, 1.3089870000258088, 1.696817500051111, 2.035536500159651, 2.3738392000086606]","[0.12262100004591048, 0.23887529992498457, 0.20746619999408722, 0.20339299994520843, 0.19295589998364449]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
15,0,15,0,95.94726740010083,,,,,,,,,95.93114460003562,95.94726740010083,96.42772460007109,96.42830500006676,96.44492670008913,101.41674330015667,"['o', 'n', 'c', 'f']","[1.2589946000371128, 1.979109900072217, 2.265889700036496, 2.799064500024542]","[0.24792589992284775, 0.18723529996350408, 0.24980879994109273, 0.21766690001823008]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
16,0,16,0,101.43403570004739,,,,,,,,,101.41927610011771,101.43403570004739,101.91743879998103,101.91747700003907,101.93428499996662,106.92344400007278,"['m', 'o', 'w', 'z']","[1.0008853999897838, 1.8151332999113947, 2.20873329997994, 2.897950999904424]","[0.20770939998328686, 0.18830170016735792, 0.1704555000178516, 0.2313677000347525]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
17,0,17,0,106.94218820007518,,,,,,,,,106.9267836001236,106.94218820007518,107.42420180002227,107.42424730001949,107.43981310003437,112.4124124001246,"['l', 's', 'z', 't']","[1.2508314999286085, 1.5087679999414831, 2.240975599968806, 2.8548602999653667]","[0.190801199991256, 0.20086789992637932, 0.2208581999875605, 0.20696539990603924]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
18,0,18,0,112.43114090012386,,,,,,,,,112.41564560006373,112.43114090012386,112.91275510005653,112.91279440000653,112.92897040001117,117.91859650006518,"['r', 'p', 'o', 'y']","[1.5178660999517888, 1.8292570000048727, 2.1420240998268127, 2.5344555999618024]","[0.21322819986380637, 0.20865989988669753, 0.2977088000625372, 0.20751399989239872]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
19,0,19,0,117.93619020003825,,,,,,,,,117.92121529998258,117.93619020003825,118.41868400014937,118.41873309994116,118.43586269998923,123.42426789994352,"['z', 'h', 'r', 'a']","[1.419683299958706, 1.7347357000689954, 2.1221473000478, 2.4519374000374228]","[0.18706119991838932, 0.21204869984649122, 0.20386899984441698, 0.24092100001871586]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
20,0,20,0,123.44416890013963,,,,,,,,,123.42801050003618,123.44416890013963,123.92424740013666,123.92428379994817,123.94170240010135,128.9141756000463,"['l', 'a', 'u', 'y']","[1.3779448000714183, 1.7238048000726849, 2.222182400058955, 2.509292999980971]","[0.22065240005031228, 0.2152007999829948, 0.19577079988084733, 0.1598376000765711]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
21,0,21,0,128.9320430001244,,,,,,,,,128.9172881001141,128.9320430001244,129.41445409995504,129.41449120012112,129.4304738000501,134.42011129995808,"['s', 'p', 'i', 'f']","[0.9567100999411196, 1.270196400117129, 1.6377725000493228, 2.089022499974817]","[0.18995680008083582, 0.4158590999431908, 0.17144239996559918, 0.2242423000279814]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
22,0,22,0,134.43955160002224,,,,,,,,,134.42270769993775,134.43955160002224,134.92021639994346,134.9202515000943,134.9370355999563,139.92576200002804,"['u', 'z', 'q']","[1.1367496000602841, 2.6064198000822216, 4.3402999001555145]","[0.19220930011942983, 0.23298539989627898, 0.26159040001221]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
23,0,23,0,139.94618310010992,,,,,,,,,139.929847399937,139.94618310010992,140.426485999953,140.42650810000487,140.44290559994988,145.41544210002758,"['a', 'd', 'c', 'k']","[1.1265793000347912, 1.5837396001443267, 1.9717912001069635, 2.1152481001336128]","[0.22189040016382933, 0.2388625000603497, 0.21605610009282827, 0.2052525000181049]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
24,0,24,0,145.4334965001326,,,,,,,,,145.41942099994048,145.4334965001326,145.9165992999915,145.91663430002518,145.9326299999375,150.92159459996037,"['a', 'u', 'x', 'y']","[1.0525082000531256, 1.2871985000092536, 2.114534700056538, 2.6075613000430167]","[0.19920330005697906, 0.17481180001050234, 0.28708430007100105, 0.20162070007063448]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
25,0,25,0,150.93931089993566,,,,,,,,,150.92494000005536,150.93931089993566,151.4215721001383,151.4215959000867,151.43863310012966,156.4279517000541,"['q', 'c', 'c', 'b']","[1.5007578998338431, 2.3977301998529583, 2.6487562998663634, 2.9824262999463826]","[0.20726769999600947, 0.1779068000614643, 0.20392740005627275, 0.15637649991549551]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
26,0,26,0,156.44517430011183,,,,,,,,,156.4301897000987,156.44517430011183,156.9285349000711,156.9285716000013,156.94501130003482,161.9168348000385,"['m', 'g', 'o', 'i']","[1.3968227000441402, 2.157145099947229, 2.4015655000694096, 2.783187499968335]","[0.197649999987334, 0.19668009993620217, 0.41831939993426204, 0.14484059996902943]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
27,0,27,0,161.93530230014585,,,,,,,,,161.9201855000574,161.93530230014585,162.41791360010393,162.41794960014522,162.43409739993513,167.42262129997835,"['u', 'i', 'p', 'f']","[0.8740501999855042, 1.070940300123766, 1.337282600114122, 2.0076695000752807]","[0.23455960000865161, 0.2250023998785764, 0.20900939987041056, 0.17046869988553226]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
28,0,28,0,167.43910710001364,,,,,,,,,167.42405340005644,167.43910710001364,167.92326029995456,167.92328360001557,167.94012439996004,172.9120706000831,"['l', 'm', 'g', 'u', 'f']","[1.3090350998099893, 1.6721183999907225, 2.1346100999508053, 2.356407499872148, 2.794781500007957]","[0.2878471000585705, 0.20112790004350245, 0.18731150007806718, 0.16238370002247393, 0.17757719988003373]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
29,0,29,0,172.92949260002933,,,,,,,,,172.9152798000723,172.92949260002933,173.41361350007355,173.4136429000646,173.42914310004562,178.41840850003064,"['q', 'q', 'd', 's']","[1.6957801999524236, 1.9692305999342352, 2.4074412998743355, 2.788624400040135]","[0.15560990013182163, 0.19815630000084639, 0.20379759999923408, 0.22756000002846122]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
30,0,30,0,178.43789050006308,,,,,,,,,178.42179240006953,178.43789050006308,178.91902359994128,178.91905790008605,178.93603450013325,183.9248418000061,"['m', 'e', 'd', 'f', 'k']","[1.3847994999960065, 1.6761847001034766, 2.047412500018254, 3.305484800133854, 4.042359800077975]","[0.21367860003374517, 0.18305890006013215, 0.17856180015951395, 0.19434339995495975, 0.14145019999705255]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
31,0,31,0,183.94317950005643,,,,,,,,,183.9280193001032,183.94317950005643,184.42612090008333,184.42615910014138,184.44135019998066,189.41362290014513,"['f', 'i', 'd', 'b', 'y', 'u']","[1.8759802000131458, 2.177804799983278, 2.4045859000179917, 2.8224690998904407, 3.5507406999822706, 3.557605299865827]","[0.21331259980797768, 0.15168419992551208, 0.21865199995227158, 0.13857139996252954, 0.21227989997714758, 0.03934440016746521]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
32,0,32,0,189.4304655001033,,,,,,,,,189.41641029994935,189.4304655001033,189.9153955001384,189.91542560001835,189.93080840003677,194.91954739997163,"['w', 'v', 'c', 'n', 'o']","[1.0267167000565678, 1.688313900027424, 2.5609862999990582, 3.017798100132495, 3.5338485001120716]","[0.2002602000720799, 0.20187469990924, 0.21779390005394816, 0.1523895999416709, 0.21936529991216958]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
33,0,33,0,194.93561589997262,,,,,,,,,194.9221053000074,194.93561589997262,195.42136309994385,195.42140110000037,195.43722259998322,200.42610609997064,"['g', 'q', 'w', 'd']","[1.399297600146383, 1.7417433001101017, 2.40445140004158, 2.833320500096306]","[0.312292099930346, 0.2563123998697847, 0.24994700006209314, 0.24388929991982877]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
34,0,34,0,200.44416539999656,,,,,,,,,200.42886670003645,200.44416539999656,200.9267541000154,200.92680989997461,200.9430452999659,205.9160617000889,"['k', 'n', 'o', 'q']","[1.0206593999173492, 1.3706711998675019, 1.8496226000133902, 2.2634866998996586]","[0.16515489993616939, 0.18282320001162589, 0.21565659996122122, 0.23679340002126992]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
35,0,35,0,205.9361805000808,,,,,,,,,205.919380400097,205.9361805000808,206.41623209998943,206.41631869995035,206.4329027000349,211.42105130013078,"['v', 'i', 'v', 't']","[0.9326063999906182, 1.2573146999347955, 1.5642407999839634, 2.0574682999867946]","[0.20722689991816878, 0.10648590000346303, 0.20683309994637966, 0.19811840006150305]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
36,0,36,0,211.4407918001525,,,,,,,,,211.42549740010872,211.4407918001525,211.92226690007374,211.92232450004667,211.93832720001228,216.92693710001186,"['n', 'm', 'l', 'r']","[0.9273272999562323, 1.1825663999188691, 1.5374996999744326, 2.027849899837747]","[0.11942530004307628, 0.1473459000699222, 0.22455070004798472, 0.21968600014224648]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
37,0,37,0,216.9433718000073,,,,,,,,,216.92916609998792,216.9433718000073,217.4288270000834,217.42886210000142,217.44457749999128,222.41681420011446,"['x', 'd', 'l', 'j']","[1.2116361998487264, 1.6978711998090148, 2.220665699802339, 2.9163526999764144]","[0.2561946001369506, 0.22465110011398792, 0.2201284000184387, 0.22044079983606935]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
38,0,38,0,222.43423649994656,,,,,,,,,222.41958969994448,222.43423649994656,222.91736200009473,222.9174027000554,222.9341033999808,227.92191240005195,"['g', 'u', 'x', 'b']","[0.9492898001335561, 1.2122774999588728, 1.80903510004282, 2.196100200060755]","[0.2063885999377817, 0.13887100014835596, 0.273980800062418, 0.1416289999615401]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
39,0,39,0,227.93905739998445,,,,,,,,,227.92415380012244,227.93905739998445,228.4235135000199,228.42355270008557,228.44056340004317,233.41229460015893,"['p', 'n', 'b', 'a', 'q']","[1.9647015000227839, 2.514875399880111, 2.8015093998983502, 3.121320500038564, 4.228300200076774]","[0.2270706999115646, 0.16822710004635155, 0.14401960000395775, 0.23115090001374483, 0.26647319993935525]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
40,0,40,0,233.4305641001556,,,,,,,,,233.4151453000959,233.4305641001556,233.91301449993625,233.91304789995775,233.92831080011092,238.9185165001545,"['a', 'j', 't', 'f', 'b', 'x']","[1.2622542998287827, 1.9066581998486072, 2.3498623999767005, 2.88524129986763, 3.385541999945417, 4.320542899891734]","[0.2594175001140684, 0.17704740003682673, 0.18140350002795458, 0.18587579997256398, 0.1422113999724388, 0.22391659999266267]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
41,0,41,0,238.9362383999396,,,,,,,,,238.92185030016117,238.9362383999396,239.4192751001101,239.4193111001514,239.43548960005865,244.4240359000396,"['q', 'y', 'b', 'v', 'o']","[1.5018410000484437, 2.036094200098887, 2.598010800080374, 3.740670399973169, 4.408981200074777]","[0.2301793999504298, 0.1494052999187261, 0.1473743999376893, 0.2121573002077639, 0.23781049996614456]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
42,0,42,0,244.4424620999489,,,,,,,,,244.4271490999963,244.4424620999489,244.92517599998973,244.92520079994574,244.94217119994573,249.91416530008428,"['l', 't', 'h', 'd']","[1.1360108000226319, 1.6518222000449896, 1.8664557000156492, 2.1483800001442432]","[0.19766049995087087, 0.1851546000689268, 0.11820510006509721, 0.16034169984050095]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
43,0,43,0,249.93329409998842,,,,,,,,,249.91734399995767,249.93329409998842,250.41418129997328,250.41491229995154,250.43262180010788,255.41980640008114,"['m', 'u', 'h', 'b']","[1.329664999851957, 1.5989149999804795, 1.8616402999032289, 2.1984325000084937]","[0.14152770000509918, 0.10430049989372492, 0.11244269995950162, 0.10884259990416467]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
44,0,44,0,255.44021410006098,,,,,,,,,255.4241865000222,255.44021410006098,255.92093080002815,255.92095930012874,255.93685170006938,260.926099000033,"['s', 'w', 'u', 'j', 'x']","[1.089042800012976, 1.4675938000436872, 1.89539479999803, 2.3235373001080006, 3.3544369000010192]","[0.16835160017944872, 0.20833420008420944, 0.17197020002640784, 0.16409149998798966, 0.26612860010936856]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
45,0,45,0,260.94548550015315,,,,,,,,,260.9286605999805,260.94548550015315,261.42645100015216,261.42648739996366,261.44298700010404,266.4159295000136,"['z', 'i', 'y', 's']","[1.3570059000048786, 2.044687099987641, 2.3070567999966443, 2.579937200061977]","[0.32826539990492165, 0.2195143001154065, 0.17169889993965626, 0.18162199994549155]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
46,0,46,0,266.4347057000268,,,,,,,,,266.41847130004317,266.4347057000268,266.9157418999821,266.9164257000666,266.93308550002985,271.9212808001321,"['h', 'q', 'w', 'a', 'q']","[0.9737062999047339, 1.334487299900502, 2.85862739989534, 3.2321051999460906, 3.853755099931732]","[0.1681594999972731, 0.12574429996311665, 0.2072018999606371, 0.24044810002669692, 0.22241749987006187]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
47,0,47,0,271.93812520010397,,,,,,,,,271.92389139998704,271.93812520010397,272.42241380014457,272.4224481000565,272.4382293999661,277.4276670999825,"['c', 'a', 'p', 'd', 'l']","[0.945475900080055, 1.2375169999431819, 1.5510170999914408, 1.927956199971959, 4.577736099949107]","[0.2240748000331223, 0.21763530001044273, 0.22635339992120862, 0.21088650007732213, 0.20697690011002123]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
48,0,48,0,277.44549660012126,,,,,,,,,277.43072880012915,277.44549660012126,277.9273280999623,277.92735110013746,277.94429549993947,282.9171662000008,"['q', 'q', 'z', 'x']","[2.450041899923235, 2.6862463001161814, 3.2957756998948753, 3.6269588998984545]","[0.16958050010725856, 0.18448169995099306, 0.2151963000651449, 0.20444690017029643]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
49,0,49,0,282.93457109993324,,,,,,,,,282.92006350005977,282.93457109993324,283.41740130004473,283.4174403999932,283.4337596001569,288.42228209995665,"['z', 'q', 'x', 's']","[1.2019786001183093, 3.132705899886787, 3.8301909998990595, 4.224570400081575]","[0.24715489987283945, 0.22292760014533997, 0.20136390021070838, 0.26687189983204007]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
50,0,50,0,288.4393990000244,,,,,,,,,288.4238043001387,288.4393990000244,288.9233904001303,288.9234229000285,288.9395906000864,293.91309550008737,"['a', 'c', 'm', 'g', 's']","[0.8411244000308216, 1.9276098001282662, 2.112568899989128, 2.749435900012031, 2.956135699991137]","[0.13899990008212626, 0.2025379000697285, 0.15913090016692877, 0.20333060016855597, 0.18932330003008246]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
51,0,51,0,293.93039890006185,,,,,,,,,293.91614540014416,293.93039890006185,294.413108299952,294.41314650001004,294.4289625999518,299.41826410009526,"['u', 'r', 'k', 'u']","[0.8628944999072701, 1.2420836000237614, 1.6972520998679101, 2.2853214000351727]","[0.17867600009776652, 0.19645219994708896, 0.15648800018243492, 0.15388179989531636]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
52,0,52,0,299.4346062000841,,,,,,,,,299.42024080012925,299.4346062000841,299.91911250003614,299.91915119998157,299.9362071000505,304.924295600038,"['o', 'o', 'm', 'v', 'c']","[0.8368092998862267, 1.069377299863845, 1.5157814000267535, 1.8837687999475747, 3.408759000012651]","[0.15186640014871955, 0.17338789999485016, 0.1630459998268634, 0.1750902000349015, 0.18495229980908334]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
53,0,53,0,304.9409060999751,,,,,,,,,304.9270389000885,304.9409060999751,305.4265819999855,305.4266214000527,305.4412414999679,310.4143277001567,"['k', 'b', 'j', 'a']","[1.1545621000695974, 1.4722839000169188, 1.8209407001268119, 2.029185099992901]","[0.13504859991371632, 0.11219929996877909, 0.13253359985537827, 0.19063129997812212]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
54,0,54,0,310.4316172001418,,,,,,,,,310.4181594999973,310.4316172001418,310.9147855001502,310.91483370005153,310.9311454000417,315.9202068001032,"['b', 'h', 't', 'u']","[1.121228499803692, 1.3652116998564452, 2.1576149999164045, 2.3591454999987036]","[0.11499779997393489, 0.11256420006975532, 0.21432729996740818, 0.12162209977395833]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
55,0,55,0,315.9360756999813,,,,,,,,,315.9228507000953,315.9360756999813,316.42110710009,316.4211518999655,316.4376889001578,321.4263435001485,"['d', 'g', 'l', 'w', 'v', 't']","[1.8291557000484318, 1.9043384999968112, 2.148282099980861, 2.5616113001015037, 3.2869096000213176, 3.621137599926442]","[0.08597999997437, 0.19483470008708537, 0.18021850008517504, 0.2079721000045538, 0.19648899999447167, 0.2051295000128448]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
56,0,56,0,321.4451818000525,,,,,,,,,321.4295338001102,321.4451818000525,321.92679299996234,321.92684790003113,321.94285010010935,326.9157952000387,"['h', 'a', 's', 'p', 'e']","[1.086165599990636, 1.2870303001254797, 1.5067710999865085, 1.868585899937898, 2.201520400121808]","[0.13862160011194646, 0.19122049980796874, 0.2203975000884384, 0.1979843000881374, 0.19729059981182218]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
57,0,57,0,326.9339133000467,,,,,,,,,326.91898620012216,326.9339133000467,327.416199499974,327.4162372001447,327.432474500034,332.42156990012154,"['j', 'z', 't', 'v']","[1.5077214997727424, 2.3294900998007506, 3.0938639999367297, 3.537523099919781]","[0.1466529001481831, 0.2749575001653284, 0.19255069992505014, 0.18456689990125597]",438452,001,2024-11-17_13h41.02.717,WholeReportMethod,2024.1.5,None,2024-11-17 13h41.09.510689 +0530,
