trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp.started,introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,letter_grid.started,trial.stopped,response_routine.started,response.started,response_routine.stopped,response.keys,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
16,0,16,0,95.03817030019127,,,,,,,,,95.02564830007032,95.03817030019127,95.52634490001947,95.52637000009418,95.5417353999801,100.53339910018258,"['k', 'm']","[1.19605390005745, 1.4631227001082152]","[0.10781960003077984, 0.1165213999338448]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
17,0,17,0,100.54637110000476,,,,,,,,,100.53577020019293,100.54637110000476,101.03072950011119,101.03075380017981,101.04614770016633,106.0183604999911,"['m', 'y']","[1.4390606000088155, 1.9057416999712586]","[0.11467869998887181, 0.09789189998991787]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
18,0,18,0,106.0365097001195,,,,,,,,,106.02052050014026,106.0365097001195,106.5196361001581,106.51967609999701,106.53619890008122,111.52639520005323,"['y', 'o', 'b', 'o']","[1.5115100000984967, 1.9972206000238657, 2.425812300061807, 2.890408700099215]","[0.08819319983012974, 0.07457490009255707, 0.06550109991803765, 0.0892236998770386]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
19,0,19,0,111.54275160003453,,,,,,,,,111.52754220017232,111.54275160003453,112.02517380006611,112.02521400013939,112.04138740012422,117.03002559999004,"['u', 'j', 'u', 'l']","[1.296280900016427, 1.6579430000856519, 1.877216799883172, 2.274035600014031]","[0.0756273998413235, 0.06625589984469116, 0.065649300115183, 0.06911189993843436]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
20,0,20,0,117.04726990009658,,,,,,,,,117.03161599999294,117.04726990009658,117.51586010004394,117.51588800013997,117.53037380008027,122.5211553000845,"['c', 'y', 'z', 'o']","[1.533290500054136, 2.143821300007403, 2.5552787999622524, 2.960880200145766]","[0.07964279991574585, 0.07885810011066496, 0.08636269997805357, 0.0729754997882992]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
21,0,21,0,122.53659000014886,,,,,,,,,122.52334720012732,122.53659000014886,123.01988880010322,123.01992029999383,123.03566190018319,128.0258437001612,"['s', 's', 'p']","[1.8032783998642117, 2.183679499896243, 3.7593817999586463]","[0.08713600016199052, 0.11776629998348653, 0.08297080011107028]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
22,0,22,0,128.04196320008487,,,,,,,,,128.0278649001848,128.04196320008487,128.52854910003953,128.52857960015535,128.54216860001907,133.51807510014623,"['w', 'e']","[1.189634800190106, 1.758317300118506]","[0.15820179996080697, 0.12293599988333881]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
23,0,23,0,133.5320392001886,,,,,,,,,133.5199879000429,133.5320392001886,134.01538750017062,134.01540970010683,134.0352114001289,139.0220264000818,"['w', 'l']","[0.6887839999981225, 1.06665170006454]","[0.12497260002419353, 0.09240999980829656]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
24,0,24,0,139.03830190002918,,,,,,,,,139.0245237001218,139.03830190002918,139.52247730013914,139.52250540000387,139.53994869999588,144.526729100151,"['n', 'h']","[1.7676609000191092, 1.9575927001424134]","[0.08194860001094639, 0.0754600998479873]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
25,0,25,0,144.5474533000961,,,,,,,,,144.52801380003802,144.5474533000961,145.02901630010456,145.0290434001945,145.0451429001987,150.01654970017262,"['e', 's', 'i', 'n']","[1.1134508999530226, 1.4088791999965906, 1.6832083999179304, 1.9403502999339253]","[0.12857019994407892, 0.08897979999892414, 0.06836419994942844, 0.07026170007884502]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
26,0,26,0,150.0342616001144,,,,,,,,,150.01835360005498,150.0342616001144,150.51965620019473,150.51968010002747,150.53537200018764,155.52357740001753,"['p', 't', 'h', 'a']","[1.3271681999322027, 1.7722601999994367, 1.9909654001239687, 2.152239799965173]","[0.07662220019847155, 0.07614050013944507, 0.07534819981083274, 0.09293760010041296]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
27,0,27,0,155.5393448001705,,,,,,,,,155.52558690006845,155.5393448001705,156.02401709998958,156.02406339999288,156.04008210008033,161.02930720010772,"['b', 'o', 'w', 'a']","[1.760925699956715, 2.1718196000438184, 2.485156400129199, 2.7484212999697775]","[0.07876510010100901, 0.0765014998614788, 0.11180249997414649, 0.0869420999661088]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
28,0,28,0,161.04445350007154,,,,,,,,,161.03039640001953,161.04445350007154,161.51644280017354,161.51648420002311,161.53047900018282,166.52126569999382,"['m', 'g']","[1.6273745000362396, 2.0280508000869304]","[0.08172230003401637, 0.06581489997915924]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
29,0,29,0,166.53612289996818,,,,,,,,,166.52218470000662,166.53612289996818,167.01860440010205,167.01864270004444,167.0346115999855,172.02418379997835,"['s', 'h']","[1.4108774000778794, 1.589077099924907]","[0.08553089993074536, 0.07323450013063848]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
30,0,30,0,172.04042590013705,,,,,,,,,172.02596480003558,172.04042590013705,172.52567930007353,172.52570410002954,172.5413042001892,177.53013209998608,"['t', 't']","[1.024503700202331, 1.206537100020796]","[0.07830339996144176, 0.07541090017184615]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
31,0,31,0,177.54658690001816,,,,,,,,,177.53122840006836,177.54658690001816,178.03331069997512,178.0333346000407,178.04610639996827,183.0187931000255,"['h', 'c']","[1.5203333999961615, 2.0232084998860955]","[0.07525709993205965, 0.09111950010992587]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
32,0,32,0,183.0381971001625,,,,,,,,,183.01976789999753,183.0381971001625,183.5206085999962,183.5206420000177,183.53618000005372,188.5259503000416,"['j', 'f', 'f', 'q']","[1.5492638000287116, 1.9904354000464082, 2.320686799939722, 4.406739100115374]","[0.09820599993690848, 0.0692660000640899, 0.07622899999842048, 0.08683249983005226]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
33,0,33,0,188.54369210009463,,,,,,,,,188.5276814000681,188.54369210009463,189.02759560011327,189.02765309996903,189.04163990006782,194.0166977001354,"['z', 'i']","[1.2195732998661697, 1.796119999838993]","[0.11903570010326803, 0.08150700014084578]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
34,0,34,0,194.03161270008422,,,,,,,,,194.01824460015632,194.03161270008422,194.5199264001567,194.51994460006244,194.53305560001172,199.52202380006202,"['b', 'o', 'u', 's']","[1.2863442997913808, 1.6064025999512523, 1.853896199958399, 2.0729986999649554]","[0.08649640018120408, 0.08839379996061325, 0.0786734998691827, 0.08003309997729957]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
35,0,35,0,199.53826340008527,,,,,,,,,199.52381930011325,199.53826340008527,200.02306380006485,200.02309130015783,200.0395391001366,205.02784220012836,"['l', 'p', 'o', 'q']","[1.2133482999633998, 1.827650000108406, 2.1315282001160085, 2.9033804000355303]","[0.0954007999971509, 0.08248019986785948, 0.07578479987569153, 0.08905320009216666]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
36,0,36,0,205.04500659997575,,,,,,,,,205.0294127999805,205.04500659997575,205.53067190013826,205.53071380010806,205.54510090011172,210.51740640006028,"['d', 'm']","[1.2188001000322402, 1.5174738999921829]","[0.09798900014720857, 0.08213320001959801]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
37,0,37,0,210.53489170013927,,,,,,,,,210.51949069998227,210.53489170013927,211.01703570014797,211.01706340000965,211.03344290005043,216.02277839998715,"['o', 'd', 'r', 'a']","[0.9503399000968784, 1.5222543999552727, 1.6832886999472976, 1.8301564999856055]","[0.0851524998433888, 0.08617410017177463, 0.07804940012283623, 0.05943750008009374]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
38,0,38,0,216.04015600006096,,,,,,,,,216.02394090010785,216.04015600006096,216.52447609999217,216.5245107000228,216.54157950007357,221.52788510010578,"['t', 'c', 'c']","[1.0662805000320077, 1.4725607000291348, 1.6568245000671595]","[0.07820540014654398, 0.07995519996620715, 0.06589989992789924]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
39,0,39,0,221.54563500010408,,,,,,,,,221.52911300002597,221.54563500010408,222.02865750016645,222.0286842000205,222.04998890007846,227.0171864000149,"['r', 'o', 'g']","[2.0718085998669267, 2.315595399821177, 2.765970999840647]","[0.10432399995625019, 0.08237259997986257, 0.07265050010755658]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
40,0,40,0,227.03483240003698,,,,,,,,,227.01832430018112,227.03483240003698,227.51965250005014,227.51967670000158,227.5378201000858,232.5261045000516,"['w', 'o', 'r', 'a']","[0.8041056001093239, 1.1177358001004905, 1.4923901001457125, 1.6153037999756634]","[0.11855249991640449, 0.0795456999912858, 0.0758517999202013, 0.07509040017612278]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
41,0,41,0,232.54167330008931,,,,,,,,,232.5276918001473,232.54167330008931,233.02476890012622,233.02479650010355,233.0417119001504,238.01496649999171,"['f', 'r', 'a']","[2.4862222999799997, 2.665146099869162, 3.3084120999556035]","[0.08876330009661615, 0.07338390010409057, 0.07854670006781816]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
42,0,42,0,238.0294056001585,,,,,,,,,238.01717880018987,238.0294056001585,238.51528980000876,238.51531659998,238.5309059000574,243.52090320014395,"['f', 'p']","[2.102168400073424, 2.738797599915415]","[0.07563199987635016, 0.07291160011664033]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
43,0,43,0,243.53837179997936,,,,,,,,,243.52294250018895,243.53837179997936,244.0213880999945,244.02142320014536,244.03760910010897,249.02824290003628,"['u', 'd', 'a', 'o']","[1.1674542999826372, 1.9237652998417616, 2.1146535000298172, 2.5628198999911547]","[0.0726796998642385, 0.08617030014283955, 0.07406189991161227, 0.07050079992040992]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
44,0,44,0,249.04334560013376,,,,,,,,,249.0297846000176,249.04334560013376,249.5281878001988,249.52834130008705,249.5436283000745,254.51782410009764,"['x', 'z', 'n']","[1.3421495999209583, 2.9954733001068234, 3.170534099917859]","[0.09827400022186339, 0.09126459993422031, 0.08339220006018877]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
45,0,45,0,254.53285040007904,,,,,,,,,254.51943100010976,254.53285040007904,255.0171211999841,255.01714580017142,255.03171950019896,260.0220774000045,"['c', 'r', 'l', 'i']","[2.0437591997906566, 2.254832799779251, 2.7538317998405546, 2.9558641999028623]","[0.07327780011110008, 0.0673141002189368, 0.06247920007444918, 0.07238129992038012]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
46,0,46,0,260.0395015999675,,,,,,,,,260.0235190000385,260.0395015999675,260.5240652000066,260.52410749997944,260.538804900134,265.5170887999702,"['s', 'b', 'l', 'p']","[1.019982700003311, 1.458131300052628, 1.8896319000050426, 2.0688905001152307]","[0.10831420007161796, 0.07321020006202161, 0.0792072000913322, 0.08605349995195866]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
47,0,47,0,265.53213470010087,,,,,,,,,265.51981030008756,265.53213470010087,266.0265567000024,266.0265767001547,266.0475576000754,271.0165934001561,"['f', 's', 's', 'u']","[1.7150057998951524, 1.9407963000703603, 2.1091211000457406, 2.7190870998892933]","[0.08134890021756291, 0.07291490002535284, 0.08855900005437434, 0.07219680002890527]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
48,0,48,0,271.0331759999972,,,,,,,,,271.01755940006115,271.0331759999972,271.52054350008257,271.5206032001879,271.53462350019254,276.5244738000911,"['a', 'c', 'p']","[1.0100747998803854, 1.621577699901536, 2.1260094000026584]","[0.10836850013583899, 0.07579859998077154, 0.07651529996655881]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
49,0,49,0,276.5413750000298,,,,,,,,,276.52610020013526,276.5413750000298,277.02519000018947,277.02530800015666,277.0405833001714,282.0277627001051,"['l', 'v', 'm', 'j']","[1.1342722000554204, 1.5369820001069456, 1.9329345999285579, 2.2050775999668986]","[0.09936639992520213, 0.07644929992966354, 0.069576800102368, 0.07595110009424388]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
50,0,50,0,282.04700420005247,,,,,,,,,282.02897420013323,282.04700420005247,282.530935900053,282.53096300014295,282.5506710000336,287.518093300052,"['u', 'o', 'c', 'a']","[1.2752692999783903, 1.5343465998303145, 1.969933700049296, 2.3970712998416275]","[0.07562969997525215, 0.08451390010304749, 0.06942149996757507, 0.08434060006402433]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
51,0,51,0,287.53694420005195,,,,,,,,,287.5207380000502,287.53694420005195,288.0198487001471,288.0198852000758,288.03837710013613,293.0246531001758,"['w', 't', 'a', 'o']","[1.213905000127852, 1.8509069001302123, 2.0132605000399053, 2.4880670001730323]","[0.08475550008006394, 0.057943099876865745, 0.11914260010235012, 0.0693160998634994]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
52,0,52,0,293.0430727000348,,,,,,,,,293.02708650007844,293.0430727000348,293.52868330013007,293.52870770008303,293.54311379999854,298.51546140015125,"['t', 'l', 'o']","[0.9117809000890702, 1.4067653000820428, 2.36371639999561]","[0.07901039998978376, 0.07272769999690354, 0.06850669998675585]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
53,0,53,0,298.53310780017637,,,,,,,,,298.51695940014906,298.53310780017637,299.01609060005285,299.01611910015345,299.03297790000215,304.0216422001831,"['n', 'y', 'r', 'p']","[1.137958199949935, 1.442532300017774, 3.397898599971086, 3.6534079001285136]","[0.06768790003843606, 0.0695760000962764, 0.0801447001285851, 0.07145839999429882]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
54,0,54,0,304.03687000018544,,,,,,,,,304.02363100019284,304.03687000018544,304.5227308999747,304.5227578000631,304.53918560012244,309.5295759001747,"['l', 'x']","[1.6014191000722349, 2.0190161000937223]","[0.0758473000023514, 0.11287419986911118]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
55,0,55,0,309.54311840003356,,,,,,,,,309.5316700001713,309.54311840003356,310.0287187001668,310.0287437001243,310.04420280014165,315.0320482000243,"['c', 'r', 'p']","[1.3803866999223828, 2.73228029999882, 3.5678172998595983]","[0.09186489996500313, 0.08627049997448921, 0.0793072001542896]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
56,0,56,0,315.0497352001257,,,,,,,,,315.0336931999773,315.0497352001257,315.5212917001918,315.5213315000292,315.5333377001807,320.52356930007227,"['m', 'j']","[1.0098941000178456, 1.231039599981159]","[0.08204340003430843, 0.08883189992047846]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
57,0,57,0,320.5379065000452,,,,,,,,,320.5254629000556,320.5379065000452,321.02254150016233,321.02257640007883,321.0393433000427,326.0166656000074,"['s', 'r', 'e', 'k']","[0.8379053000826389, 1.2853289998602122, 1.5532887999434024, 1.89812899986282]","[0.10538169997744262, 0.07926080003380775, 0.09712589997798204, 0.06618429999798536]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
58,0,58,0,326.0318446001038,,,,,,,,,326.0189293001313,326.0318446001038,326.52968230005354,326.52971110004,326.5466063001659,331.5170158999972,"['z', 'e']","[1.0273349999915808, 1.5862110999878496]","[0.0818612000439316, 0.08599329995922744]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
59,0,59,0,331.53563900012523,,,,,,,,,331.5193427000195,331.53563900012523,332.01785850012675,332.0178847000934,332.0359677001834,337.0242362001445,"['r', 'u', 'g']","[1.1905877999961376, 1.8455314000602812, 2.2630761000327766]","[0.08622330008074641, 0.07881159987300634, 0.07327900012023747]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
60,0,60,0,337.0414219000377,,,,,,,,,337.0260437000543,337.0414219000377,337.524396300083,337.5244233000558,337.5455195000395,342.5313918001484,"['r', 'o', 'p', 'g']","[1.2369310001377016, 1.7988638000097126, 1.978321900125593, 2.5204727000091225]","[0.07012359984219074, 0.05299760005436838, 0.059329000068828464, 0.07301370007917285]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
61,0,61,0,342.54703400004655,,,,,,,,,342.5335266001057,342.54703400004655,343.02993090008385,343.0299546001479,343.04551840014756,348.0205079000443,"['b', 'c', 'q', 'u']","[1.290793600026518, 1.7281428999267519, 2.3541431999765337, 2.953191899927333]","[0.08429999998770654, 0.06223589996807277, 0.1018552000168711, 0.08935889997519553]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
62,0,62,0,348.03565710014664,,,,,,,,,348.02218700014055,348.03565710014664,348.5219243001193,348.5219473000616,348.5351840001531,353.52579230000265,"['c', 'i', 'n', 's']","[0.9840317000634968, 1.4864797999616712, 1.799636699957773, 2.1292260999325663]","[0.0858360999263823, 0.08220289996825159, 0.06848459993489087, 0.10250949999317527]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
63,0,63,0,353.54266440006904,,,,,,,,,353.5275709000416,353.54266440006904,354.0259806001559,354.02600060007535,354.0421085001435,359.01536360010505,"['j', 'i', 'o', 't']","[0.9374643999617547, 1.3011489999480546, 1.4743229998275638, 1.8208669000305235]","[0.07586949993856251, 0.0727576999925077, 0.07222490012645721, 0.08423589984886348]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
64,0,64,0,359.0315386999864,,,,,,,,,359.0169707001187,359.0315386999864,359.5155420000665,359.5155681001488,359.53181760013103,364.52028409997,"['z', 'k']","[1.9072455998975784, 2.1594936000183225]","[0.09291730006225407, 0.05787969985976815]",727798,001,2024-11-17_10h23.23.025,WholeReportMethod,2024.1.5,None,2024-11-17 10h23.37.735134 +0530,
